A B C Total
7.23631757047 54.5707322819 52.3842786167 115.656805425
9.70456443399 45.7307281604 41.0372661103 100.346468543
9.40680855245 51.6006223449 38.565381833 103.844835337
5.3707422917 46.5211392853 53.6497249097 107.622395439
6.37596486431 52.2056131924 50.6496031063 109.92628017
5.81910193377 57.0221767639 64.9957472158 128.603678366
8.1659856575 51.2746831922 57.7445686124 119.659225718
8.07283648504 52.6605485527 43.6160718027 106.280495416
6.8923905413 60.2964059203 58.760009393 126.017878614
5.30404672893 43.4825407473 60.029824371 110.374236245
7.49514564734 53.9979572971 70.6533883045 135.547242917
7.0200288265 40.3094091976 43.0262173235 92.7785970393
7.07783822054 52.7109869416 46.7742850604 107.14147499
7.05080449933 51.3535424404 59.9674116938 118.481854572
5.10529754395 47.1802096498 44.0888262238 99.4280961783
5.01434260068 53.7477656705 49.2514781812 112.921400932
5.05120567647 63.5336143532 57.2744977649 130.7149542
7.01774063156 47.7056498127 42.2460992503 101.585249373
5.24905500611 53.4500491307 69.2392784716 131.675659195
9.91304461547 51.4437393601 59.7767034914 123.819406244
6.67247770118 53.5462259069 53.236518544 117.878790224
9.58359474998 43.7132306485 51.8147200242 109.643928663
8.14459687949 41.3928689774 38.5753562096 90.0226238658
9.20322724687 52.8040207316 50.4724609563 116.374911384
7.78742378547 55.3432976702 49.9000029324 116.672720858
6.19155120179 44.817010808 56.2757512464 108.044978363
6.73549234966 54.3577803644 37.3792806622 101.24473805
8.55668060682 51.902230874 54.7749807547 118.268211466
9.08607626351 40.5019895399 52.7729294153 102.736993801
6.37998327892 48.7144119 58.0114666657 115.596345264
6.10356550461 54.0932052807 33.0600696977 95.2651558557
7.88142789975 48.1684458308 53.707903486 114.665990869
7.73122851129 45.8225552659 20.5224976598 77.6333566506
5.91106988063 43.0073113649 48.9040615908 99.2653869524
7.64525583023 47.7181988863 38.0045904422 95.528706672
7.08881931567 44.0867643958 52.0922269031 107.425528401
9.58662782201 47.8234497184 61.0182231019 121.109746205
8.97798102381 52.1013375852 54.0211533705 118.230497428
5.03827530906 50.8202914892 38.4733829042 97.7862813108
6.8485710871 46.5073202379 59.3988659948 114.851429635
8.21553713965 51.0633051925 54.4611889155 113.944216016
7.75067103181 56.90117551 33.319415212 101.575743809
6.37548800004 54.8644146618 46.5813035536 110.553533302
7.67243631153 42.8134555529 38.4981996958 89.7159396987
5.96313939586 46.6520145281 56.4674850052 112.319066686
5.88193514997 47.4542488114 37.5302286767 91.1020363889
8.12822271544 60.653418286 36.8581107292 108.304768461
7.10294901744 48.48219511 33.0965835348 91.1381513559
6.03394560392 55.2166700141 60.4909359164 122.25277092
9.67718061587 50.5627177749 63.9064728429 128.077207374
7.23191685258 49.0367524529 42.5703764707 100.613330729
5.71026569787 53.9551952949 36.991112952 100.101033228
9.02496223429 42.931429476 59.0002454453 111.2485601
8.23494446335 43.2868037577 55.2712463201 109.204945681
6.01790172498 44.8467804202 51.6545207731 102.555507499
6.97240439793 51.6064805753 38.8718077615 97.6581211379
8.33949658231 50.8941628207 75.7768591634 136.832499719
7.93801410066 53.1246816598 58.7172662368 121.436272499
8.966991905 52.1576780516 41.7417755396 105.704630131
5.96402413805 50.5784894956 33.1540368473 92.1992392495
8.61881501178 50.301022251 52.7337616642 112.897813543
8.14005495641 58.172567245 46.633479946 114.810556935
5.82911841085 56.464520177 58.3352812952 123.371283373
6.01777883303 43.7499393174 65.7558296281 116.268398221
6.9212157096 52.5463086365 48.6997585418 109.943565262
6.5579617708 56.4045089569 45.7784298814 112.129642265
8.20436614573 53.785238615 47.0593031208 111.196167479
7.56991773123 49.1693789814 47.5573444682 108.346353001
9.08096128297 51.3728301132 56.2781798638 119.93383957
8.16244669239 45.5856676731 43.2230189734 98.7992892724
7.31021395003 48.7280518451 63.2856561038 123.099962892
6.78144489687 46.0837222818 46.1466513727 101.660786444
5.08098520117 58.0460879965 65.954866511 131.057292145
9.6155670299 52.7382245672 47.1321611088 109.843035667
5.59878797973 51.0704004112 57.1695640032 115.996069518
5.43767788513 46.1754457963 48.793419299 102.945368019
8.47503360187 45.2405046727 49.1581674489 103.643092362
6.11269664725 43.5138860047 48.6807513785 99.3837609246
8.16035518603 49.3435510868 47.4770949681 107.562329339
7.29210376985 54.6207321604 45.4059035698 108.599563134
8.42217821456 45.7704635594 44.5151944177 103.347408635
9.57344473348 51.623408033 58.1887364266 120.09073788
5.54414723825 50.9655079519 58.6107629038 119.864827056
9.90648526867 45.9464773828 55.2333904938 113.805378584
6.13586864544 52.6683214247 51.1623193993 110.481455774
6.88874695753 52.0047639675 56.4467610637 115.836140313
8.47040257157 41.5696419524 30.3370139334 81.9138835859
5.73651040084 51.8910692384 53.0523607933 110.803305804
7.72831183067 51.0498344937 42.2167107206 101.275988092
8.97613106112 46.7463395446 60.6683015843 118.119992174
9.77439699019 56.673549079 48.4862279277 118.985179244
5.13894406392 52.8739860995 48.3857826899 109.911292614
8.51054244652 43.9909070214 50.8997451141 104.170847987
7.06276455412 38.6157144652 53.498851578 100.483092715
9.68309671293 40.738352851 56.8971201665 111.635076667
9.9494174982 56.0314565511 56.0175562484 125.354405649
8.68377935364 47.822471011 49.2693387164 110.762399197
5.57398210632 43.3755386527 51.8514622724 102.350875085
9.82420807477 43.6215543047 49.4212725406 103.303388024
7.25315324234 52.5810140528 45.1088582549 108.335375254
7.6527314158 50.72272188 58.2982134727 119.713991815
5.43450056858 52.6422353182 66.2567922259 126.721793963
8.04684857067 49.8150646872 32.333231565 93.414203157
8.84613485087 55.8222441738 50.1913206967 116.535620567
6.32811130615 60.2977600518 67.2138256809 136.971290166
9.62418774088 43.4170083598 47.8837156253 104.551114863
8.56881148022 46.9963850058 45.3694215864 105.319959185
9.48721743982 44.653321384 45.2617477673 102.688958579
8.20572195122 50.1034377008 60.2611132333 123.419276695
9.26911942362 61.9348585237 60.0843105007 135.894265668
7.26731727665 57.1910801933 45.5599723427 111.527197221
9.8110522363 48.8299305362 46.4670204542 105.702340875
6.24393830645 58.3076607388 49.291660842 118.101151434
6.6398287316 55.4159906687 45.1861573535 111.52331602
9.29830946251 40.4059501294 62.599867558 115.970816914
7.77670143367 55.143798415 59.8796499683 127.373640023
6.74474588891 55.0911104902 32.8380268164 98.7175985699
6.94725974099 40.0999698411 43.1311765233 92.3233669687
5.50341378534 51.735241871 28.0047438064 89.2106489628
9.38982546727 46.2945385349 52.7616807237 108.83411281
7.29855616479 56.1648154037 50.7546507784 116.866779532
6.07723311229 54.8280924103 62.1576384491 125.032098824
9.27514209566 46.0978326147 62.6820909755 121.171427569
6.58397334507 51.2781269243 65.0478569451 125.006229671
7.11210189854 44.8011496959 62.6258646965 114.724266368
9.18221198113 57.6205738808 62.6047574397 134.361630574
8.60758114095 44.4103567228 60.1993309547 117.356619515
5.29546528721 50.207133504 59.7106882768 115.59140698
9.21113287523 46.1621249138 45.9989401959 104.36425335
5.380771808 49.4701770607 45.7799133013 104.985487007
9.28054726177 56.2066324658 36.3163883084 105.167078758
8.5653082442 52.622728406 35.711980813 100.734608335
5.56290817229 59.6669858535 50.9792927934 118.505001135
6.08384327932 50.5172404122 51.0901698311 110.975816886
7.81923864047 52.7001118341 62.7735510819 127.446480391
7.43901339191 47.3214446358 46.6497435022 103.299979072
8.22209313125 41.2376082093 51.3151168141 103.724209388
5.53139827678 57.4023578928 64.8930956362 132.422662602
8.39052401346 57.1324723087 61.6029883577 128.163404494
5.58821594869 48.9241336064 32.0102369958 90.0186701534
9.65575148794 48.9275299381 51.267399505 112.358800429
6.40626088294 48.9908915729 67.0865097105 123.954227028
8.76318719451 51.019528816 59.5299791975 121.905335269
8.26768243023 53.3662510845 54.5922686683 120.134079315
9.91435003764 49.2469365679 38.5952946112 99.3835145052
8.41851072263 47.9011833231 61.3947681548 121.092141855
7.59710281775 52.033310024 35.942943 98.6402204971
5.85011035788 40.184898082 55.9593361155 103.07927041
9.00743041824 53.1572880348 52.0590031566 117.769938515
6.31081103384 54.6433593811 50.6160260878 114.432161432
6.66643193852 49.809729166 51.0033602336 111.192201268
9.72898225265 41.7990012868 38.0987761946 94.6038739147
5.93161332355 50.3474396752 45.271640365 102.37646634
7.27847410175 51.3304423384 38.2506730949 97.3556508717
9.31688233567 48.814815357 49.2662174863 112.039903626
5.43089456154 55.3273307869 48.0624377064 113.550007936
6.40039220394 60.7300312396 58.4691356752 127.145157682
5.44690290497 47.6397882816 63.2764538979 118.18144988
6.71712151286 44.0953636343 49.0751390007 104.018340287
9.09031808216 43.859389649 50.3343728721 107.821563365
8.61237572758 55.3591443837 53.8656038025 122.160345125
7.53431374113 39.3861244085 42.6848332696 93.1480826648
7.89180612053 39.6053127337 36.9173307287 86.0436377702
7.38437737941 41.7176766077 33.1562788182 85.2247603392
7.30704620199 50.9546086897 47.9622074141 106.594793827
9.20722606237 47.0112825799 57.7818729474 114.981526462
7.77024428136 48.6494306811 45.3553274725 104.734846506
7.66436519751 46.5959676546 37.5826812562 92.1433161923
9.18533819251 49.391669405 38.9947491864 97.9392944426
5.94755277215 48.8063199815 36.9614527141 94.9474915977
9.51793675549 51.1070673557 60.3903474147 124.460679485
8.74162014327 46.044207408 46.5153767653 102.238888052
7.89256534588 49.9801137446 39.2975798854 97.4537903524
8.29599047326 48.1563932747 56.2191400602 114.773655973
9.75301317269 55.1590510711 40.1446498897 106.992562831
5.8163885272 44.4844231343 59.8404609896 113.893355817
8.57054603274 51.840951709 50.7247285234 114.861369466
5.63810166989 50.2067183401 59.2042418653 116.100742228
5.91700305353 53.491428312 47.1560655834 106.77785256
6.94889486118 56.1261604439 58.3894852829 123.401279663
9.56264728747 50.1829495966 53.6443418696 116.219914708
5.48252359813 54.7539830903 40.9086117643 101.797714905
7.3725534356 47.6663695703 60.2969555386 115.893422481
5.63489760386 56.9910926388 41.5949786255 107.537481676
6.78183869545 56.8282448469 58.8671035968 127.282869317
8.98291549211 40.1003428906 41.5272508751 94.5307409027
6.48198010164 48.6876826722 50.3351416412 107.949291979
6.65772010517 57.4437462094 33.7206105776 102.310544137
8.91639212585 51.6865886387 43.9417431503 106.874887219
8.93868508798 55.9109718034 37.0349139293 102.424873482
9.3735826267 50.2068794411 66.7130181221 130.304230024
9.66998825922 47.3670962616 69.0733239275 128.580766552
5.85385294682 52.7260814651 58.7192446611 119.825923316
9.67465250532 50.4716855468 49.1023873503 111.903900431
6.4253336127 40.9327137893 42.5757069435 93.3853645138
7.03804381963 54.8084557061 49.8903371969 113.7055819
9.77012312104 58.502216466 43.841673745 114.618699623
7.83779306686 58.8086095664 65.2775548101 133.298521799
6.76796404682 46.5237109192 44.7117402971 102.935934597
9.53042258349 54.7066402171 50.0032040956 115.972634288
9.60194521459 49.7785976493 42.7104706139 106.475102218
6.83487435127 54.7256862794 34.6581109861 100.696496613
8.97196147243 57.5363543198 27.5048367676 95.7030695279
5.33339689421 49.5368499264 58.7489064111 115.153859603
9.86380644464 50.3331074738 41.7207706917 102.478846171
7.30412170013 51.8265760975 57.3884310902 117.190004785
8.95554373434 53.7188231002 57.2476153959 124.491968058
7.64583462159 58.8387498825 55.7932044203 123.921027045
8.16267321572 45.5699332523 40.4161756005 96.532967006
7.90329230096 55.1226766185 50.6724420962 118.361131584
6.97312040854 44.5960750145 44.4244389184 96.2574050748
6.35936811851 47.9821401692 48.0929139577 106.791168754
7.5324076059 51.6153560233 56.6690112958 117.525014029
6.37010986904 51.1142069451 24.2627521249 84.2629549865
6.43801058301 51.7827013305 52.2549013708 112.126836489
8.08697478202 55.1958748803 42.6325414083 109.661274323
7.22473611415 54.5107320026 51.1771742773 115.668271968
5.5933744149 53.7594220097 26.9422811583 89.9584354946
5.84859200912 48.8235836792 60.438192372 117.407854649
5.41290960118 50.8447835854 62.2330031329 121.161778524
6.51281612906 48.1466486614 61.5403509199 118.34771274
8.75228498151 46.218884302 65.4151735934 122.948436529
8.58626811187 53.1401963017 51.5464079832 113.556914451
5.42464493019 45.9056746098 57.7838572108 111.416531307
5.81749381192 52.5788559523 41.2246243599 100.915981231
6.47303864722 56.2015399275 64.2867576151 129.68591554
5.99316456303 58.1175538404 50.1154075098 117.53972622
9.33989205669 52.8316334849 62.107678065 128.604146874
5.17208256967 55.2513921586 32.5424115258 92.9691013978
5.14362652871 53.164163093 37.0380919173 97.9443329994
9.14386258592 50.2011975577 50.2648625167 111.976443406
9.97421461584 43.6856918216 54.1650004022 110.798679521
9.20110955347 53.0081244968 54.1555223442 119.976578244
5.61267986338 53.504757331 49.4793032787 111.579800257
6.72472510849 49.3282010883 45.6568665555 104.393318315
6.87377190076 44.6522433776 56.9433434003 112.51549228
5.21404977017 58.6349066128 51.2566291836 119.822852255
6.03972934054 50.4281825127 37.1447685807 96.5629788631
5.08169561766 49.3358712014 60.4028518252 118.374760291
7.61496469438 49.7306524375 58.4784898221 117.368546222
6.79731354285 50.6230649999 57.462825512 115.910258609
5.24364070425 44.4380256761 48.7409715408 101.685310672
7.34031437211 51.3018626799 54.9501795782 118.11163584
5.80968825455 56.3240591332 47.7339710513 112.636471905
9.07975402848 48.8914183078 53.8885541674 115.789082848
6.11286442532 53.4029467081 75.1565276048 137.95277966
9.60015475479 48.1370408073 43.748882408 101.946074674
5.61014622917 46.6080979493 53.9405592399 108.141655075
5.96784848018 48.9245441209 39.2318870208 97.7281300015
9.66629168604 58.3496612895 66.2088552969 134.636675437
6.4085370742 46.6158374407 47.5033038397 101.152970833
6.44827041777 36.78641795 39.5486648517 85.5319963012
6.96544787872 48.6170272915 66.3356488717 124.973273504
6.15737509869 56.1117766712 33.7010374544 97.929469742
6.3408672643 54.6757744392 50.5864585445 112.174744462
9.48693272434 53.5693254499 53.8131833185 119.80818016
9.01756657598 47.7231434737 30.398574286 89.5583257941
8.54902773858 46.9771240524 44.6155659454 101.042623446
5.98801634965 53.7493572394 43.3156712443 106.604362419
9.11087267933 47.6682502973 56.4667153674 113.885291004
5.10122254725 50.5491059718 50.4611931522 107.31504026
7.17471298414 47.9335342261 47.3054435322 104.3734482
6.61202842159 51.9756990989 47.0327125236 110.447973856
5.17945504739 55.8283641487 60.7926783284 125.043948499
6.5501595862 53.7321746445 51.7756083393 116.448565175
7.869056488 48.032207182 33.6989665544 92.5871211997
9.3244927249 58.3013570444 42.5091045526 111.598360303
5.18791935781 51.1052041051 50.4273814719 109.285200786
6.95367367538 59.895789752 46.1790442618 117.196897492
5.74911445704 46.1556603498 47.4491341295 102.805395071
9.13531740375 55.9905502341 37.8858719936 107.569486097
8.1171946989 45.3962062341 53.2715747371 107.256510327
7.81464774244 53.6385827034 49.8970222452 112.115554175
6.1914362116 51.0633260381 62.8395928468 122.050533641
9.89911819018 43.6664154165 34.0841652043 89.2386397843
7.55658746134 57.0221806909 49.8223697497 116.321850001
9.98807657743 43.0991447584 46.8429687447 100.420116735
6.83727807074 47.1585139736 56.4607610543 111.367094899
9.47779288525 42.9894384031 58.8947430911 114.883553574
7.39823889611 45.9858295637 52.6453537818 106.306833154
6.45728552102 42.0541265787 58.3169083673 110.011051854
9.85158919221 48.3729581889 27.2507893633 90.4071531083
5.08146437556 52.7141093364 42.1772079745 104.049578231
5.80752639918 46.7720286359 60.9898496818 116.812423105
5.4920222958 43.2228906223 26.7319945961 78.1001346857
9.24311295021 55.1606827979 38.8348313268 105.785149496
9.93302524722 52.3176225196 31.6149236562 96.6590945403
8.97683742262 49.6962357198 65.2443665821 128.630714564
9.98487134976 46.1669107463 25.1723439641 82.5117487703
9.93461559093 46.4481371779 47.7821863478 108.981217837
7.59729330236 47.0755783948 39.2615911349 95.8293032183
8.62535911902 51.649578942 55.5664819487 119.995721616
9.34504147408 47.0416277878 34.4604282424 95.469830426
8.47452950538 54.4713509869 38.4433573742 103.75567332
5.04764839688 46.2396961651 45.5991907784 97.5321070066
7.84163910543 53.6624548828 55.3562521349 121.84811056
8.01505613958 41.662863957 67.5251116573 119.682680241
7.56839632881 56.4122575233 41.9586896411 108.815316978
6.56408841119 50.2963977238 59.3441094286 119.908523236
7.79092125659 51.1853583825 40.4376689406 102.807142867
8.02291299347 45.0880481013 49.9146111088 106.893308955
5.44370345161 55.756793989 55.7822164148 120.377553828
7.49222229116 44.3141616238 71.4807360374 127.855822462
8.95083292754 56.9990359895 53.0321197068 121.084410368
7.83890869418 55.1694906643 45.8374590026 110.421251734
9.27390940354 55.3010267629 59.0316224745 124.790358579
7.3770391761 50.9167181981 58.047222095 120.161119592
7.87693193535 50.3464934845 66.198993296 127.599906322
9.83623963317 41.1768603178 40.985228952 95.9429034957
8.10872519601 58.9999606634 65.9731629565 137.405887096
9.83257835006 45.846463969 43.5765162278 100.910074917
7.52828731059 55.0705516394 44.8296543036 108.307987052
5.06338420446 48.7370086416 56.8145658705 114.997335096
7.19386082341 61.6929921233 35.0632484768 107.500065047
8.27065053474 53.2842883675 50.5206225004 114.611238006
8.65133283569 56.2384445515 34.5083304473 104.359995869
8.37153195868 53.9865023708 54.7578887992 121.831708973
5.56676215629 41.1288034329 38.5497640568 85.3494670471
7.64586272768 51.5692559954 57.4778358494 116.824007626
9.51183028481 51.5425241029 41.5040897435 102.590484886
6.23590283722 55.134911078 47.5489639596 110.719764533
7.48875879123 53.6766727165 78.7450189322 141.580698524
8.71353580023 54.4176345029 53.0836925857 119.198038513
7.96274503239 47.9222499832 57.0484164753 115.816889353
8.18351571549 43.2930011547 67.4022636346 120.037762802
5.62435110056 52.780902614 50.6991646727 112.522412209
7.29495572371 55.7937182125 39.4398801242 104.910799755
5.65105617887 60.3115769237 49.9375861625 120.658985835
9.78833979964 43.4730092434 40.6021321866 95.6091707812
8.63262768584 50.5850871078 34.4933931945 93.9543770388
9.60518991272 45.5928305736 35.0664864222 93.2591597158
6.61989924433 42.6337737953 60.4850953798 114.726956008
9.05319352362 52.9373911059 59.7631862439 123.362730582
7.42099904921 54.9192567088 47.2665294877 112.699537086
7.41926374122 45.874026568 42.4199985298 97.7343888754
9.73120989445 52.6191151599 47.6746162766 110.770236188
9.68153459316 50.6822719689 56.4775910373 120.292562438
9.73717637374 50.1812016523 39.0162003495 103.558833604
7.66908780797 60.0248243543 55.7887820304 127.292123122
6.77163186486 57.5235659546 62.3146737094 127.339078717
5.79927855837 55.1597841181 64.010365423 129.408844899
8.74977014228 47.5406182174 62.9917773469 122.272861391
7.79289992422 52.4990263108 53.6236437201 116.836919165
7.78269916486 47.3176580239 48.0619227057 105.978801095
9.89749258505 52.5979138327 41.9837156001 107.32662357
9.20292591699 48.6099734322 42.3686910229 103.878546561
8.36750077744 50.6131379648 42.779786032 105.784539106
8.13759413759 48.9070990103 56.6640730906 114.672836479
8.32620749269 44.0619598409 52.6577347126 105.465378954
8.00872550469 47.4469513133 30.0462394273 85.8206728793
8.69730799584 49.2758855108 50.9556022624 113.065384129
7.74972245081 51.4987413873 41.1194857376 102.810916699
8.93867627075 50.0120425673 44.985630746 105.305949554
5.80685492674 46.1380212128 61.0634146627 113.582913604
8.03715210659 47.8550669017 47.325794011 105.895410582
5.55963116535 47.047363448 51.3669724185 104.239809392
7.1798598332 56.2472767094 43.2459368674 110.828005458
8.98040610385 49.7716287234 64.0553808597 127.162083286
6.68726825914 54.8946221649 47.3100848877 109.007673388
8.76654719072 58.967546409 76.4397702208 146.420666604
9.81162807554 44.6258937983 49.4504935873 106.000881921
8.82149788206 49.1141718637 44.2446547565 104.123679579
9.96132255897 39.8818176183 48.8659087118 103.424186798
7.11262247407 45.0415009794 44.7508541848 101.821262425
6.20349652399 48.7852725347 58.0950860749 115.809595944
6.87198671893 50.369089914 60.4418088651 119.615391578
7.35328426226 47.4740478021 66.7573747221 125.257505632
9.75608180428 49.5248808608 41.2914217571 104.348909951
9.24179032604 39.2326517216 56.1092032578 105.28261767
8.88096163979 47.758334476 35.49420962 94.4679201666
9.91523953721 51.3663238792 57.6489110632 119.109891561
7.23188847303 48.9569718356 67.9554388592 125.49648842
6.00563462154 45.617065886 45.6912659005 99.5619206146
5.85305733922 49.7688296435 65.0714496877 124.882286299
7.80034249113 36.9843091383 39.5127355986 87.959728526
9.13753983949 46.4420253476 54.0794341799 111.381555469
5.95258563042 48.9102241408 38.881925101 96.5526711799
9.5028101138 50.6338913683 40.0985550279 102.559574637
7.09208814515 49.1958279442 51.2682532909 110.57306447
7.64721795132 44.7243268637 57.3242663835 113.810130543
5.72757836523 40.5218772684 60.4959227812 107.737058382
7.48907308177 50.7381096941 34.4222457962 96.5190670938
6.29912593072 38.7239137882 50.8697344818 98.7002921324
5.92703052235 44.385903796 40.406969315 92.6921996187
6.97856967136 52.6354978079 38.0177126731 100.124193932
8.97532883336 47.3621007406 52.4232744385 112.554119403
8.76034542152 42.3764633183 60.8373664558 112.386472288
7.93842734206 51.4508916637 79.9815102713 139.530730685
6.57365521474 50.5256692419 53.4778112278 114.062129438
7.63772616479 58.7035172598 47.1157557366 115.93510203
7.08042900654 55.7876257164 38.7125535781 102.166139616
5.20711286733 53.6048171922 57.5252040457 116.703258353
5.59144577745 44.5700484229 50.5194986233 105.26884454
7.08442225989 63.5638671832 49.1122135567 123.782568472
6.09812278755 43.8015071032 41.7392678904 96.1178542316
6.34200807196 52.5384791829 34.9994585392 98.4095809991
9.47089838177 51.9119274138 52.4916684911 114.030086181
5.11030940615 45.7281344016 50.1931072368 104.630340102
6.72446144054 51.9796184104 52.2069380543 112.319428617
7.96619037473 57.2712414967 62.6230651014 130.520236513
5.14780771551 50.2551384621 70.9644661844 130.127157425
6.83689312461 49.1500143798 48.7876986406 105.716147963
8.85446904516 55.8571536805 51.4394772377 116.23511814
6.32250078718 49.0704656393 42.725641648 101.721177722
9.73168649445 54.6888492533 66.6424785158 133.133887139
7.17727504747 51.8985410235 53.5208929113 114.552245189
8.23424645611 49.2097971311 58.8464669374 116.324824744
7.56617447818 47.1091513286 61.5904039399 117.613869241
6.16444934681 54.6047810495 45.5080163185 109.722756436
5.22311714659 51.2304700138 52.7261589277 113.505292887
5.74787894572 52.689196356 59.0987336357 118.755710815
6.31950462539 49.69921143 35.0461357813 91.7867505134
8.42490940385 43.3835078616 67.9260410817 121.916554452
9.25794748186 51.4075164607 45.9532111059 109.856589023
6.77146883304 49.8740352593 72.4942253492 132.005568409
5.26131244132 50.8685599693 61.7534849552 119.907736584
7.01312231254 56.257263291 53.5107448995 120.575713028
8.57512916028 47.2256431087 58.3051716604 115.828912983
5.43628700631 46.2981354508 64.9848153187 121.353813609
5.62167954216 48.655065306 47.2870300762 102.469982778
7.10298374826 46.0025367705 37.7191712929 93.2496817093
9.28976408297 56.4510695727 53.682965767 123.285349669
5.26415360823 49.5696677596 40.8637899577 100.658227844
5.1177457854 40.2873053903 39.7214077832 86.9317356907
5.25682322868 54.1466654205 41.2768018581 105.14217798
7.29351033049 54.9766888076 40.0304686835 105.161599137
5.94007044752 42.5026876913 44.1485572492 97.1401822108
5.98561761547 50.2311427071 46.9153573786 106.040675526
7.11541303174 53.8894448254 40.3822531557 104.448223604
6.03717486783 51.2814249732 45.6317562048 105.393567876
5.89253778581 56.4136508257 48.2203790316 110.621953675
5.13859922226 48.9236338428 57.1587842503 114.949811693
7.15712799412 50.4920551759 50.6504177505 111.858757542
5.68190863266 54.1285981959 51.9711665383 114.64719325
7.89329296418 55.371881902 48.7135084517 114.532286473
8.82972054874 45.3218719678 60.8094293461 119.231604477
9.92760066677 57.6788674534 48.488422512 119.326297664
5.76456943873 54.6960651566 38.4158436158 102.422848421
7.2283783633 52.624163604 50.8589182216 111.641432818
5.73778062627 38.3500555204 62.6197351978 111.685197351
5.19736948506 52.2662920034 50.567280849 111.75899824
5.45059523195 53.3366571829 36.377573917 95.6928946916
7.83296682666 50.9343792544 45.9694899425 108.653739434
5.63563069888 47.3954594051 57.541922578 114.471841648
5.48471111279 54.2511451517 53.9958227459 113.808069755
7.64042727642 58.150210841 60.5751855056 128.87060391
6.37153296372 46.1195492673 47.7860851846 101.250859581
8.92513458331 44.5190727618 53.2822337523 106.734312152
9.5143721435 56.6198751872 67.3302178189 134.829594347
7.30623313495 45.3805023887 54.5420596637 110.624462296
8.71391004736 43.8727437753 52.2641973802 105.748714715
8.01421058329 43.5637096175 71.9299875948 128.224964269
6.37164758566 48.614714935 53.5905493227 111.491546126
5.23950933934 52.5983260356 33.1768113295 91.8948133725
8.20313784069 49.7549965331 35.5850928339 94.7622069535
8.25188244274 48.5118423848 44.0058287967 105.41349474
7.93429696224 42.1847468726 38.5947054206 93.6600827367
8.98038374851 54.631475435 27.223462273 91.9497164301
8.52684753893 47.6578936525 49.8335294232 110.027630274
9.29784624007 46.8420971796 61.6713247334 118.551819074
8.68989572371 42.0320647997 67.6984570135 122.899832695
7.64136995993 51.7861076095 48.6180262317 110.746680314
7.16930532396 5188.6166153 42.2222448208 5240.72878854
8.35186832202 51.9468448473 51.2816012756 114.359676613
5.2170863626 41.4763383877 49.1579855521 97.0873125873
8.0748545904 52.4380731193 50.9116020952 111.576516907
6.61268386355 45.2597637214 55.5420712566 111.888466333
9.49831908772 51.002193766 51.3554327239 112.072795312
9.37057928288 49.6595808299 64.5332080053 127.396725703
7.80020297748 38.1928441494 42.3809462345 89.3761741671
8.28024270001 44.7350455436 45.6351461509 101.948465138
6.24162258762 42.9140539373 44.0069322529 94.0610473971
7.29204141996 46.2934516766 58.0706994258 116.330095382
8.769910598 46.5584287862 50.286028627 107.499703944
5.79680784479 60.5974824112 62.9704499776 134.226335452
6.3374845043 38.0285399657 52.3213696592 97.7468901776
8.9870255936 47.2139133599 50.518159607 107.61739578
6.2207747004 44.2710103612 72.500484235 125.810773074
