A B C D E Total
6.64485014972 51.5209317334 50.7681173978 28.4093818428 29.4672524409 170.489062838
5.99569510926 41.3157852511 51.0073200301 14.9407471969 21.8122282225 139.872581697
8.0539448378 50.006117709 47.7942365047 14.346124551 31.7347920595 153.392333258
7.95652832566 51.8133313652 56.9540922981 18.2377800455 36.6469113555 173.687606692
8.52740643622 43.0409557253 58.6039182582 22.8504790046 19.8787011773 155.762647498
9.45726011321 55.3810014508 46.1377740186 18.958095401 22.653928891 153.131479202
8.36946945601 42.3340837977 56.1528127444 18.3566730444 24.6961953663 150.083501808
8.41542872104 48.9343955481 52.1430192015 11.1279994056 29.8245558036 154.56403199
8.14847635892 52.6357809388 39.4424619181 16.4931294304 26.2987510191 145.974606777
8.15995346514 54.3128280819 49.333219265 17.5722862211 30.9370272048 163.430535598
6.58603813118 46.2287807497 59.3318346597 12.5551294179 22.5666501536 148.711385956
5.90251548288 55.1256782069 45.3712591487 20.0742743477 32.9200265633 163.462158753
6.09331486054 50.3291226806 77.1551327593 25.0591274896 20.7800193156 182.212252244
6.73984153568 52.3115413491 63.136014402 21.5542150005 16.9543093912 164.042872738
9.49852970556 47.9378010375 60.5047759814 21.4609342005 20.7065305654 163.460650017
6.41020772266 56.0066470591 49.9983007458 22.2814604619 25.5352061991 162.510590262
5.72874560983 49.0017569902 58.1595786189 13.7512385656 28.3561470662 155.470027741
8.86099825058 53.1607432787 44.7718338426 22.2697765619 26.1767682993 155.831400611
8.93508203668 48.4585976179 40.2758994607 13.1344775528 22.9205966322 137.472165881
7.33808462749 46.0844057587 49.7797133514 27.5450669589 27.749788921 163.401647329
8.43151479111 49.568830859 48.4495491192 18.0540968271 26.8942501564 154.555316133
7.13019483077 48.2244417839 57.4028352805 14.2686559801 23.8198779763 153.54090132
5.18490378785 59.3230522242 44.9980117898 21.0464676005 32.0262949775 164.592749036
6.57573965026 47.2876223445 57.8952152587 21.5824800852 27.2780556428 161.939028304
9.44374608183 45.3529700971 45.1607646333 12.970108638 16.8758328887 130.364023378
9.65078590556 51.6356558365 50.2539613042 22.4508420272 24.9005835186 161.148389055
8.85924901634 47.3625368148 63.844161471 21.2393878767 21.1293082602 163.169645288
8.20385410013 49.5145550188 53.1954532711 23.9221525123 20.5370565131 157.043645938
6.65199287716 52.2482219537 71.9488248057 16.601437216 27.1119077509 175.85988038
8.25774004148 49.3622121827 44.9659602523 21.75270516 29.106517024 158.028629576
5.88349179482 44.5566499485 54.472594464 16.1471489502 21.773305822 144.297412442
5.46408823522 51.3993580754 44.4999620504 19.2293157431 16.7487754053 140.728426289
6.11421051272 43.1757696974 55.4963096787 24.4776321989 19.1601342989 149.079592117
6.47044184331 53.3938832155 63.0930920703 34.3749717176 27.1130699936 188.135195321
9.0089645359 53.0522331085 38.9492152724 25.0761338126 33.1784930626 161.174894225
8.19574444128 51.4253972455 57.6423216975 19.9455820047 29.0285652744 168.471900415
5.92135830466 54.7171064968 55.9798640707 25.5375801136 23.8851731344 168.972110665
8.97061743316 48.508851568 33.0201907192 22.8515440706 29.7637884793 147.692997108
7.39738800465 48.3180234812 56.7127376928 18.2973074315 20.9701179415 154.650452433
9.26499960748 46.7639503264 48.355962851 29.2918597893 29.738976131 165.139032545
5.36693080604 53.0936477679 43.6654067378 22.4429989976 23.865277512 149.634582891
6.33620904716 44.6006584772 66.3088340676 26.5532657475 25.3207270399 173.421541269
9.58395881053 46.9167267234 63.6584685833 22.182929373 25.0364153288 171.869359133
7.9345215269 46.0548471923 55.4983243753 18.0386598006 26.5111283813 155.295120214
9.53278110416 55.6211816006 48.5712851909 25.4734813548 26.3058593185 168.514498661
9.18382069109 56.1878822299 65.2824629154 20.9965794808 19.478202958 175.583787503
9.53577087481 53.9845487983 57.3244599823 18.3544170631 26.8532004815 169.657260774
8.51110319455 50.0778202657 52.1221637152 23.8425860506 21.0442750583 156.774125696
8.85297319246 50.5249692487 64.6138501075 24.403506098 22.8281813325 171.557548328
6.67583851792 50.1081884443 68.4513117563 22.5601761497 23.3067815169 172.04235825
9.96489694788 47.8967693165 56.1426516296 18.2113306633 20.583959486 154.059341446
5.11792146497 44.9573202063 47.1392959418 27.0506581567 23.2924170717 150.674380232
9.08941241875 46.0979853846 55.2218897826 20.3876006345 17.2440138921 150.234768858
8.52720257989 53.401738513 61.2174311073 24.6318065947 40.4189467505 191.009931288
9.25595617051 48.2002753311 52.2706896935 26.3006214129 18.4927986074 157.402089513
5.32295879621 56.3319254728 47.8936485716 24.64738044 25.9217193479 162.444006611
7.62600405965 45.814878782 45.0359290233 20.1027421792 26.6164886251 147.297897415
9.06268804637 54.3696583887 53.2500665962 23.9106574836 22.7497601369 167.219346494
7.08020867286 48.0251533688 61.9419765658 20.3125768884 20.3531494027 159.567582369
5.92616679037 45.3934923632 47.231938447 16.8646606307 23.9306762297 144.025006372
9.70149441983 52.8507373855 44.3163442795 22.168297645 18.4841850706 149.055615837
5.15822422051 43.1380954422 38.1492915257 28.7714988314 34.2107997909 150.755406726
8.94782587692 49.0867255443 49.7050468637 13.4570704877 28.920170558 155.072919721
5.53664397239 45.5139934111 37.2596006661 22.5773351912 20.6012964917 131.746765304
9.8255602623 44.1965705843 70.1429830468 18.6023500722 25.7015274596 172.963953499
5.92793860493 43.2686945528 45.6306821747 23.5677471214 27.1601465307 147.46692972
5.29669462234 55.0879651813 48.1212431392 17.3807413211 34.7499215304 160.777123222
9.43961967341 52.1131250649 49.4105622354 14.9870723662 27.9439578475 156.390523148
8.18121240975 48.9687214053 49.9885380754 20.0380409211 20.0222154166 148.848980808
6.69533995129 53.130574406 54.2221557579 20.7244841806 23.3007393563 159.541654647
9.42430178266 53.3253117468 53.552126794 21.8818737424 12.0508479301 152.937943499
9.98756520043 44.5005127631 51.298019392 12.5062787447 28.6887563241 150.878404982
8.83853538525 48.1749235925 28.6004043501 24.372059769 30.2597772361 143.153952451
8.53519139122 48.7614574248 34.7303466553 20.4447791975 26.2776539969 140.395697749
5.26023661395 52.0876307119 49.2713485099 24.3073142266 22.0762836183 157.323129327
8.82534847305 51.6851541207 49.7040972692 28.481792656 33.2422214611 173.415212921
9.83187657212 51.7625623221 52.3970803252 13.8550483579 25.0833379947 153.746938332
7.38339902182 53.9010950535 44.8611118105 16.729313805 21.3771140646 145.07516496
5.88675522574 49.6132297099 53.7836256593 18.4351879025 19.290472525 148.946379633
7.48151108149 50.1025154103 50.3363473463 23.1900794138 23.0111390401 157.505449932
5.41566775557 61.5245520443 56.2126322053 19.8464233583 23.5872981012 170.938336712
6.89768888569 54.7650038884 42.9598693484 15.3409224791 20.6995848431 144.130096436
7.98027598859 50.0609448562 40.9791860573 23.6141688125 27.6735343772 151.405270896
9.70192659066 43.0931920639 60.6570926214 16.3023473872 21.2929027867 155.313625295
5.06735113195 43.0262229768 64.2358924853 24.8651559242 31.3335273499 171.17323273
8.27406839717 50.2865998926 36.9353297792 15.1727564638 28.4604766548 143.398910901
5.24770865323 46.7112864172 50.3451425165 30.0560619697 18.0618883874 151.496901851
9.88981858284 42.9769679522 71.609719943 24.6403411837 34.1266740663 187.671836576
7.00767771094 44.3892299565 54.0711748961 22.4948857091 28.2778778641 156.663393672
9.73582391129 62.0563062104 42.1954936908 18.8150305475 20.5660089278 157.428534017
9.082608783 53.5957979188 48.2187249707 20.382092974 27.7460692612 163.30195519
7.45180013193 38.8520272553 50.1761504212 19.2366768502 30.7433194953 146.822393621
6.16894269197 48.4831562663 63.2348035985 22.8417295184 18.9076145469 164.603506568
9.66247063398 44.6658143457 47.1126531576 21.452035942 27.9572370154 155.130833438
9.95065150343 53.0652924072 46.4656094523 18.753146085 30.0781415643 160.427234311
9.82628515657 45.7858436816 60.558397099 15.1423184341 29.9591013444 162.860209964
6.05327064666 58.5311821047 49.3119120215 12.9017471414 30.5795127384 159.590271074
7.00720178955 46.1670886151 46.2190903151 14.7066359204 26.4590225141 144.5731554
7.78268943411 45.7370095978 56.5514517613 22.3116965009 22.4737610738 159.172463247
5.6032596552 58.8492093974 49.6665343207 23.0493656917 23.1485904253 162.046528933
6.03611142629 52.7864556075 44.1314877877 20.522184365 20.8550608224 148.997813552
8.64058069916 46.8523812056 43.3423103638 21.0332338449 21.444282409 143.888369482
8.83534860364 40.6690314206 55.2947896914 15.0328492858 23.2211720703 147.015935792
6.2794000786 43.5654642001 54.0128738145 15.0954478615 15.7261822984 137.475951011
9.65184956679 46.9409340008 46.7555123021 22.8985619512 25.6650424715 154.664052252
8.74705849564 50.146139644 49.9776432799 12.3455429954 22.7061298946 148.885720822
6.88462429328 53.4182904403 31.8475606931 25.3047551957 29.9738526477 148.599262027
8.49257781083 43.2697630471 43.6867135894 14.6286352471 29.3377128436 141.10549664
7.9739690273 57.1308518479 26.0308938999 29.609379533 32.5332088614 155.407407925
7.63594201551 51.6322319157 49.7344471819 23.1146701621 22.3194938798 157.497546679
9.6164472946 53.2375490298 50.8357889798 18.5012135563 23.2774526806 158.248315245
6.41100317727 50.0824788079 55.4415432518 10.012183675 17.5852302064 140.427669947
9.1421022328 39.0791864674 44.6730444439 26.1189354717 31.2346724377 150.612567438
8.62100749671 39.3814864993 60.538586047 28.2954174518 35.9749665189 177.623203051
8.88386655476 52.2942255033 34.1041965444 24.1670043169 32.7271243402 155.333507883
8.86122485319 49.4649759378 64.2188448507 25.3966422985 33.7467041605 182.025247382
8.38386267362 48.7650563515 58.4928717235 21.4177890508 27.7895415929 165.735653821
9.60236491409 44.1648510434 50.0808261697 15.090861162 33.6497700442 153.819148648
8.92239082318 48.451731558 67.6700406131 24.7632841566 29.6945565174 180.281110717
8.21478077588 46.3274181877 39.1093324507 14.4815247529 28.015585534 140.129173449
9.47114321796 53.1777080533 63.7090889649 18.7824312884 25.0840281639 171.126769712
6.42550560863 46.3051034225 56.7135274038 10.7467528254 22.9599815499 147.127220374
7.59506382138 40.2407973631 58.1505962615 20.7750585399 28.236021496 157.166788067
5.84184491393 43.0064379474 53.6085065995 24.2817124456 20.1168367741 151.645768079
5.72384383729 46.9787380482 26.9674177295 18.1218233492 27.8625568001 126.332686556
5.33892446166 55.0709648005 68.6490805629 24.6087894207 20.1496211593 177.907881792
6.89801526127 41.7714297515 41.9769794488 17.2676770833 25.4005152343 134.392060356
7.09007924525 48.1688874267 45.0518821062 21.3523914376 24.8882840898 147.492030323
9.10203802308 48.0030514617 42.244840692 8.2458038123 26.3913322584 136.244075491
5.6231921048 53.1952914589 68.9900475979 8.74658104732 28.5212307905 169.70273886
6.37898229152 55.8587101255 46.922656726 20.2630312754 22.4691408989 154.145146372
7.12239677044 39.9106716408 35.1564339388 16.5876428948 27.6005179108 131.115486014
9.04043182542 47.0415200108 52.5677174911 18.097962907 14.5548606523 146.205901352
6.49054930836 55.4732374095 56.8009797907 23.3235969346 30.0492098989 175.349819143
8.08094343286 48.473393499 49.1106930088 22.7999827211 32.2583551609 161.446919835
5.29444241434 56.55768875 44.5410924609 26.248160892 20.9340146148 154.827346167
8.48285500624 56.4837168319 43.8807240041 21.6946779744 26.6165240147 160.684714779
5.6563801775 55.8990931295 44.8390633466 17.8922791543 23.8755653889 151.129911984
8.83387953837 59.5476365893 37.0944364373 23.5353051378 22.7008705903 155.329561108
7.93737801867 55.1953424113 39.7177852101 16.1901573347 30.0211668354 152.35812591
8.52052236316 48.7721182491 44.2973648631 25.8201654695 19.788137398 149.4647062
8.67070272853 54.6618771948 45.3625772664 10.7406110677 23.6443647643 147.970719227
9.02130073341 59.4376487675 49.2751213097 21.3956332154 22.8135021261 165.547059742
6.41145853647 59.1080460579 38.8221633299 21.1491182664 20.1838819255 145.942972845
6.41401828697 49.0992323528 56.7057060232 23.9879303338 24.0649531939 164.93846602
5.68225794494 52.1609076642 60.3375962911 26.3274582547 13.8661122935 161.645821406
7.70705377043 50.8308479007 54.4839043325 18.6853115528 22.2245609439 158.354896209
7.50155443575 47.861301672 42.1419707677 24.695035882 29.1237154819 152.839988916
8.46578911399 51.509168238 34.7174588304 13.4268809016 22.0548209165 133.601257388
9.6345836443 50.4724098555 38.7275758923 21.3557440035 19.6423797732 142.924036219
7.92619623339 58.121864577 44.3936693892 20.2097865548 22.5222128441 154.745391494
7.59577692646 47.6251143459 41.1455990801 15.7999483135 24.2162388681 138.495652803
5.50403255335 51.5112875313 50.6348322664 13.440975115 32.700299421 157.182862856
7.55070179209 46.1008341368 47.2276919559 19.4609687996 24.5957125526 147.45709031
8.60085205451 49.329098998 59.7840709864 14.9622412569 31.6384085177 165.692950639
5.52641059413 39.0748801456 42.3698369669 14.8524914979 20.9243429569 126.927250548
6.11447067059 40.4783263036 52.9171456838 21.3465708066 29.5150655204 151.85014412
6.30065149374 52.5758144928 46.9181430941 17.9490214267 29.9777231718 154.264588289
5.19961298622 52.9145741199 34.8565351008 18.6933165832 27.1360218972 143.118655861
7.07481254707 39.957293998 37.5028490423 17.1764111543 17.3651679543 121.53870099
8.88091571694 52.2027577967 53.1615157947 22.469198542 23.9992473538 161.424740122
6.59201027812 57.5187135057 59.3870713508 15.68380884 31.3997963886 173.137404088
7.10504685092 44.6687453487 55.3863464437 25.9232642117 25.8577704056 160.20960159
9.74053457571 50.505151157 60.7966145309 16.0398951558 17.1565317652 158.728345978
8.29147562158 62.6926991506 30.415469606 14.7053998404 23.0271527111 141.108618667
7.08260821019 47.7763409757 49.0319675559 9.66310028845 26.6942340658 144.64884873
8.69283067164 55.3052044731 39.5874693103 19.2346367699 21.0669365432 144.470909544
7.63434137476 48.9444131045 43.6952487018 18.9633369253 28.870337441 150.228077551
5.70338401328 41.7192350596 42.7568365272 13.4199958463 31.0254962941 138.958245194
5.86445451997 50.8825053758 65.3452654383 25.3281160776 18.2182764778 169.279326283
7.43485563266 46.1279169844 49.1405769807 22.067514111 22.7997534433 148.294171617
9.08022622148 51.1879859652 55.5531127747 18.9926582286 30.2626694174 168.321352157
8.88111178335 39.26032453 53.0311707662 24.1522406854 34.7215668831 163.620225153
5.42914953623 49.163852175 54.4731128318 24.2928851007 24.6479672249 160.584916325
9.89801046156 45.2419689079 58.5781534387 27.2552667304 24.3467703953 165.512143641
7.76782477849 53.9191726507 64.0672318867 18.0920418247 28.6153916449 173.102120251
5.71037974309 51.762275701 58.0061325982 20.6660350971 34.9009575926 175.725807449
8.34334402443 43.2550699779 52.907812889 17.1450102612 22.9949291053 146.254479262
9.41505480948 54.2202135229 41.1040773304 16.0180402333 15.8331919789 140.276692597
5.40624631681 47.4670160536 40.384270295 25.5358653309 18.6375838628 140.955751653
8.68347437852 48.3397094785 44.5748512408 17.4957084977 21.974844667 142.640028401
8.00947012705 47.4008520408 42.280124295 12.7520807008 24.607723583 136.312886277
5.56118841878 62.3529836957 54.8045742472 20.5194773334 27.4721325282 175.447565727
9.95519354292 43.4942388588 59.2774704544 24.6052121543 18.2743943639 157.847258335
8.28934820962 47.8940066534 46.7873525253 15.1087563644 35.4088110849 155.934366111
8.00543121541 50.054219902 57.7304859081 17.2967990825 21.7741995287 159.446104153
7.84441247666 47.9301805539 47.3347303848 20.1656725015 23.8786393091 150.78123896
5.54831870424 57.8672194519 46.1426026395 19.6063591348 26.6968052462 160.117845809
6.54545441789 48.7350171665 53.3582141551 25.5163845093 23.8627477834 158.300961522
6.08157761317 48.0487087573 58.3626949023 19.5280023279 21.7063084871 156.6613525
5.06138001885 46.425393894 49.0088471244 19.4972483587 15.2868957862 135.832703173
8.96996794952 47.4157156198 54.0457289112 14.8512943793 13.5465578015 139.385891924
6.95402408887 48.1106261852 56.0060971205 20.5958166843 21.7119345635 155.140618667
5.08058223705 44.7711180618 41.5062222195 22.3276385118 31.1598878286 146.294890078
6.08081653443 46.9024118442 66.9323530038 20.2825017837 17.7945578329 158.509521217
6.51916820681 45.0330472558 47.2557595836 21.2856705756 25.1903469398 148.050543483
9.5983493489 56.7091527257 50.515449427 26.9272945699 29.6310833287 173.953332337
8.13447266893 45.7462134209 54.7613974076 20.5467711425 29.0395455273 160.215010699
9.41023616511 48.3003735415 66.9877723772 19.6013220921 24.4150758933 171.938049867
8.69290120525 52.2815878332 47.1606284904 17.1996498876 21.1977392864 150.216665544
8.04416008584 45.1922403633 53.6633545691 21.7147754421 19.6422965944 150.487369805
6.96617974854 50.1628072352 38.4009234943 15.2452649318 23.0657146087 134.343932222
7.43866166123 44.2123735012 53.9123564297 10.27429156 29.5698250888 149.801662839
6.83654795027 60.6036997816 37.189865513 19.3077816906 31.2197600214 159.956069942
8.32011230256 44.789966952 31.2311386527 31.6243784662 17.2527766091 133.443447347
9.39276103116 50.2002607463 44.0966583167 20.6845047982 30.2521721234 155.052094445
8.75694483427 44.0926191264 63.2444612786 15.5599390352 26.959775783 159.102335686
7.19293532497 56.9880565852 48.1093686123 19.9076203656 28.5139648001 164.449143018
7.1141434897 52.5803215925 51.0667761235 19.8748429315 14.1995251233 147.346001705
9.28628736889 47.2636367278 64.52859411 18.8220689421 24.9559412479 168.124634372
7.52926478552 51.6897918394 18.977372608 18.7283032079 25.0213601378 123.276468321
6.54956422534 47.139636243 44.3448993825 24.2636510257 32.425624317 155.242176646
5.94617064933 50.7094004615 33.316705796 17.6431148876 35.8297121143 143.542056717
9.08488254227 56.5269703077 72.1209876173 27.8128239832 21.672646926 187.601619309
6.49044162935 55.0415261892 43.9330363925 17.3501001399 24.2364378483 150.278706983
5.37992815923 45.981863698 64.9867257751 17.1601715844 29.2359967384 165.306741708
9.2608974584 51.6048090556 60.4932201614 23.1073656435 27.5819433084 173.125704208
6.05031868833 47.22111639 49.1097591492 22.4822322787 32.5061178297 160.288776342
8.5643523788 51.7856199402 62.3652849178 17.5399621099 26.2062325779 170.434997412
8.46637520933 40.2583001161 35.3206948925 15.6769322241 24.8876370872 125.064123708
9.71982058586 54.3558197914 46.7521255809 21.261109512 34.1296462072 169.183037731
9.86590380941 58.098292576 52.9950392006 25.7340087249 22.0910993773 173.03882958
7.20101031803 43.2971866416 48.6282206174 24.2360331588 20.6754863794 147.712107465
9.35469429657 49.5655138771 56.6757750431 22.8193341023 33.2615967888 173.465589063
5.04160417192 54.2521996833 57.9816400718 23.3874637601 27.5236441738 170.826337655
9.45894073568 43.7835015946 34.7355614816 24.8978785387 14.441541593 129.251864142
5.12535288603 43.6568716297 65.8368534284 29.0868040329 26.2432212462 170.501449561
7.63440638679 43.3884309743 28.025667025 16.4180734437 25.4851492259 122.155465172
9.54148758718 52.2984060311 53.2181714852 15.6478414501 28.7173302644 163.113221151
7.96273884019 53.1878267136 51.7807970289 17.2911959571 30.1972288003 160.823015362
7.97885488024 45.3418234829 55.1020051256 20.7159947617 29.8290252922 162.845180671
8.23423369815 44.0740911377 45.129676037 11.5744565271 25.7517430327 136.733608147
6.19305264559 55.9967897561 47.4294122597 21.4797896204 23.2337360152 155.044344186
8.21195643157 45.7998810289 42.158131934 22.2947901512 20.7666135681 140.446666992
7.10863906863 48.0882144048 46.3440617397 15.7793380449 24.5557924614 143.180829263
7.04600310265 58.1755201157 48.9763282976 20.2868585134 25.4280406396 164.295539942
5.96930079399 56.9814179468 36.1048398669 12.1646259023 22.8540164585 134.600076984
8.67372566918 59.7575994533 63.7555659061 22.7609699391 15.7979479068 175.211666772
9.12376047669 56.6261424326 54.4838140507 18.4333801569 30.4325169209 172.659729578
5.51006387413 57.1504060507 27.2766616005 15.8122914139 27.3720106534 134.720180656
8.8505531139 60.1896732312 64.5744148794 18.9445228951 34.2076870477 189.914935922
5.65617809078 58.0855709661 46.9282025185 16.4097833299 19.214413539 149.842272643
5.88093436474 51.0780742117 32.3559519324 16.8483161495 23.8249875987 130.343744735
7.02814701026 43.3054199194 57.4957586402 20.1080692374 28.9638434987 161.151995897
5.2542953922 46.7276985195 32.9223153867 25.6457910788 16.0717655927 130.535949276
9.79032916586 48.8854921452 50.9408598529 17.0844135789 20.2273538571 150.152738703
8.60712658298 49.7619293782 47.0623248729 17.9586223593 23.6279393225 149.124241089
5.50939060052 45.5531395578 52.0014962487 15.880429815 18.793252291 141.715433657
7.49950234022 48.6506729181 64.347263305 19.9075584763 27.0737129054 171.676530609
7.27239864915 54.1523951121 48.334083102 19.4208965644 28.0700391831 160.408825078
9.38502686196 47.7356214299 39.1971696688 17.6713846511 26.8497985023 142.961922042
9.95458557514 52.2797608731 64.9554924059 21.954618646 32.350452747 183.003872562
7.877749793 47.8872286048 52.340733534 19.3115302585 27.0583034111 156.319422198
6.05868271945 46.4592669345 39.6536473475 14.4743527427 28.7014369279 139.558466251
8.24473185539 45.0353402905 62.4288814656 23.6982365691 32.5501352449 175.879295787
5.97756698748 52.6316800421 54.6046370724 18.2657232974 20.0115010466 154.479449261
7.78312400721 55.546872283 47.2995728552 22.1814928088 17.5125392689 155.074813086
6.20318222623 48.7333040539 61.6585907854 18.3424419594 17.123400827 153.8703089
