A B C D E Total
5.20419374743 53.0325338301 66.5342026958 22.6434508821 25.0457932772 174.487756809
7.98463378718 56.8677690263 36.8784749566 19.0710359041 20.2977744743 143.01319411
8.26551166367 55.5999021151 54.9617485395 11.7048312316 19.9249045246 151.566010601
5.99813287416 52.5907298763 44.7792215924 24.5048312797 22.1382759728 150.702888952
6.19315844945 48.7545483273 48.2407223586 9.9289569722 24.4329141301 140.126771828
6.73386266431 49.299318712 35.09363977 19.5477246717 25.735430289 136.671680718
7.98640717947 50.1078563403 46.9351270709 16.5957006727 30.7641575056 155.110011292
9.31574517629 54.6493321868 50.3389984638 23.0321231801 25.6157127471 164.706194043
5.88283757554 49.7392044491 51.4431001122 19.7119141514 29.5459494436 160.184182761
7.41034913738 54.9500784973 41.2386933772 15.7388675612 25.2060972403 145.319992373
6.88223463928 56.7083318524 61.8505583472 19.3810391128 20.6415087036 169.499980109
6.52424215792 51.4501096804 51.339969145 24.0159847793 25.9669979439 162.495590879
8.28863860629 54.3688569874 60.6669323565 19.5556098662 29.8100775477 175.809679442
6.69277011484 54.874297486 49.1549669144 29.5367909746 17.3899978833 160.650952314
6.22786647462 46.4820707102 56.5586318839 17.2238476497 29.5936321024 161.054008447
7.2621965718 50.163799273 39.9360078826 28.5297823323 26.6229063387 152.605789765
9.08611532091 47.0272456657 63.5183974181 9.68516732138 22.1383331004 153.068523227
7.356930213 52.5726683096 65.8057696821 25.876022504 30.4287294492 182.467841952
7.31714152415 50.8730344878 53.8987516262 21.3138004096 20.9866018379 155.316204238
9.12227422538 51.9633873964 50.827894248 19.1085122228 25.8289199651 160.464869031
9.00219572753 55.2886094662 61.0668722378 9.63443592979 31.5598839098 169.0576495
8.59102190709 41.6761662789 66.9981489932 14.4004333106 18.2877386461 152.371117497
9.12216687522 46.6718940404 61.379965028 16.8387890685 35.2583540768 171.192766306
9.86434639034 52.3782979688 56.9769168011 22.9577749313 21.3046290195 166.677719365
6.95339624941 52.8171391034 55.995429974 23.0249324692 30.3217867782 172.082014655
5.69112886528 46.5220863455 63.6667769475 13.1181375668 27.5656426855 158.065782749
8.72066487505 38.3933438932 31.6309898178 23.7863335484 18.093941505 121.778096451
7.66244090139 47.9125683928 58.0453860709 16.6737748608 24.0877170613 155.334850973
9.4413058462 42.2724300621 61.2972909247 21.9154759854 26.259814601 161.399229368
6.11607201464 42.0536084953 55.6510767445 30.7115394361 25.240935789 163.518902358
6.11949883051 51.2584203937 54.0444617461 27.3042921086 20.1019739412 159.99332218
5.02505547329 46.2596611368 45.5549682505 14.991554369 22.5931027551 137.850410689
7.2796120413 54.790628114 49.6972591431 24.2142118113 22.2280290382 161.406957215
7.31443527815 47.5339306079 54.6394428911 12.9154646721 23.8778559279 151.2242485
8.62873527822 52.1247035549 48.357125523 21.6400487457 27.7827461435 159.587922417
7.95972076136 43.5148559063 49.6023987729 19.4646633899 29.85715795 152.062667843
5.24922091605 51.235345368 44.0222955798 8.74107100645 27.9505964182 137.46677524
6.21911506905 46.2270755333 64.8343298793 16.986360624 31.6206443881 168.305213645
8.98030943905 51.07864032 53.8687123179 23.1149179042 20.5720447534 162.241842085
9.35667744399 48.3642460665 61.7168165081 23.3309807664 24.2447456085 171.061050072
9.70194637909 49.4037266242 46.4547660739 17.593204753 15.3775878085 141.990058291
6.34005648206 56.3963997239 51.575979545 15.5507610575 26.9239266232 160.323295506
9.56832555769 52.0997688853 39.4385743195 23.6470941426 27.9359167941 156.828058111
5.06488855829 56.1555857237 39.0494940741 15.500430968 31.3521613747 147.415612113
7.44135757233 52.7578794762 46.7580735187 23.8731013163 20.2475598558 151.834269038
9.85937034126 47.7962005415 37.4165720874 15.6523181079 22.0366998515 135.29608908
7.35641323789 47.4936851974 67.2536201953 12.6584598707 25.131815245 159.997137309
7.2263588333 44.7555169006 52.0414115117 16.763947456 27.2142534263 151.869312929
8.35085988538 58.8473103488 48.9550827818 23.916629806 24.3029160819 169.194695237
7.36643522414 39.4346115269 46.5674715707 17.7371334797 27.3563396179 143.177037597
9.05763464008 44.9551384895 50.9958102878 9.93548750766 21.953387927 139.722146605
9.13537258194 56.1002791948 49.8785532217 26.4400642301 20.3936262792 166.317116951
8.66115211354 53.6007085368 62.4427365292 15.2612036644 25.7796150627 170.670731914
7.38321924372 48.2943791285 40.0615279453 21.9022960782 21.3524455596 142.726433951
5.11029472006 50.3952855964 53.8434061661 21.5487435517 21.2717482171 156.843196881
9.22905156475 52.9821890928 46.1525243513 27.2151928257 25.3675609944 164.270247942
5.6958668378 49.5646385351 46.7211018202 17.3012348364 26.181882781 145.933957508
9.46771783109 56.8065801995 52.0420125805 11.071897424 28.4885476045 158.194601418
8.72186260724 51.5055189487 57.6140250617 23.1460858099 29.0831938738 170.923299653
6.66119083055 43.5589866357 48.3637239728 25.7292744367 20.5545331684 144.977454404
7.09728228932 52.8498092186 52.0974380798 19.7252826588 20.0214193832 155.303199332
5.14254827396 45.4982919786 58.6954397866 10.6262914664 27.5810820219 150.571389607
5.43058876477 47.3253386188 61.7533678566 24.0607334038 27.6009281839 171.159713778
6.07700859762 54.301157132 45.2379940121 19.3337117141 30.1850565925 157.189000591
7.87470028051 52.0461261078 62.0171107856 20.7420138075 12.4799068371 158.405753955
5.12243238804 50.6566699269 48.9779079195 21.2647331583 24.9236208412 155.173737014
7.8793473617 50.8931337164 52.8144326608 22.9569492294 33.5035593142 172.636818177
7.87748698748 54.9610218793 41.661442981 14.5872093843 19.546878831 142.787379647
9.92518011381 60.5438664707 58.3718519574 15.9856846804 23.6357566109 169.514139105
8.75101257596 56.7936993689 50.1279473213 20.3277848066 30.1359167109 167.907512462
6.65175247527 46.3940242018 55.066945655 20.5025588793 28.9428499183 160.687573251
7.033397377 50.1120051805 56.4994848378 12.4907312826 16.934712236 147.24006637
8.58533543321 52.4562514168 55.7608819016 31.1793748462 24.3326690567 172.393036692
6.64407985447 46.7328071599 58.203457993 24.6544109596 26.4608039404 163.482288317
8.76453187427 51.3860869594 40.4295246167 22.9634584172 24.4073018501 152.7599183
9.87842153839 58.6367027699 61.1595669191 20.1993009422 23.1696675112 173.206683088
8.56863098467 59.092092053 41.87626694 24.1792693753 19.1669612501 155.666719497
8.19166225021 54.0715033188 40.8706673885 15.2025525813 25.5984794594 148.203221052
8.43147082155 52.0005167933 43.4759034551 15.7887180934 23.3778615447 144.207585016
9.71579630471 50.0352402027 43.6204438943 29.4863528392 19.5365565786 152.459547804
6.37493225952 51.9121441866 35.4777048104 18.8031883596 23.5421238205 139.036193096
5.80452637192 50.0380135424 46.3820527507 20.0180104309 31.2356560047 155.517464523
6.68646306788 48.2251705177 40.4535134625 20.2643362274 28.9342558409 147.923115262
5.28909107538 52.1161094848 38.2033271233 24.0892526249 23.1430235712 143.880350371
9.69984991115 55.933907826 45.7401500446 26.2955687446 28.5902931033 166.605177528
8.57614189088 60.0417031891 42.5959679277 15.9573513484 22.817135153 151.2498303
5.44110113746 40.150474463 58.3427002671 12.0001422077 25.4492032726 143.25543418
5.15101030245 45.4370425888 38.3391036688 19.7695267195 18.6711769023 128.914943654
6.29728563362 57.4586918139 59.6614021188 13.3830458752 21.1583332123 160.399094331
6.30651813432 50.3927931154 52.3374662915 23.431493749 26.5217665341 162.727687234
9.9687575342 48.0580161702 39.9162139162 11.87260119 24.9844070919 135.484272243
5.99381468224 44.712802377 52.1516802634 22.8364476252 23.3347479755 153.489860835
8.88540349181 52.5792441876 56.1548745697 20.1075991243 29.5994439648 168.545639797
9.03303935822 48.5972811246 64.8997258388 17.7540367224 23.3524334508 165.021254293
9.49163611672 47.9511793167 56.1943101228 27.9311408835 29.1200700948 173.699562806
6.22969153439 48.8747720258 64.4046057194 18.6342284347 28.514461992 168.375412887
7.54539352185 46.8315493975 38.7071125161 19.5126713925 19.6121048669 133.215289605
7.76473406008 45.5778616649 62.539907048 12.18287107 22.4646166565 155.415978958
9.21629752691 59.1584147842 55.1230934373 21.6890670126 23.1094905642 172.19797466
7.21352081595 43.1131348996 48.8783896239 18.1047880692 29.7002002327 151.217205903
8.47868233923 50.9000045266 58.4471303754 22.0573477993 16.8397576653 157.764617543
7.49755155333 53.4146909428 32.9874624849 13.9103972476 24.4154976679 136.715180005
7.6578031582 50.3998581179 29.8442298811 18.2731442936 25.4635568723 132.527267885
6.877696467 45.4281940776 38.5582571553 23.1491649313 26.5438225106 140.823080601
6.81773051133 51.2976991444 51.9927145256 15.7235916902 19.9721850272 146.377100087
9.09598309004 49.2943530341 61.554922558 29.1084378103 24.5289714215 173.765439376
8.48712117815 47.4504489499 56.8740370815 24.9637197185 21.6236714989 160.981881083
5.2720538778 45.5713772502 60.5912971692 25.2405303461 22.4719140205 163.304107942
9.96257516797 55.1776353003 43.2758037801 14.003224552 20.5426800161 146.903860277
5.67488091917 52.4969957747 48.2770262347 22.7551892641 25.0801221964 154.730791051
8.06824858647 43.9330743529 53.4937343838 17.0993711207 24.1267306399 149.074169284
5.61016049968 47.4035518101 58.8634611172 16.9189091459 25.1703380901 155.159035731
8.89401010534 53.776960008 43.1405547596 30.8643614629 20.2187400732 157.500856198
8.27217229953 47.5857151126 56.3190640428 21.9406447373 23.1280363887 158.59712133
7.18713382118 50.2236854852 44.2057593227 14.4422542806 34.9302343858 151.500789339
9.78630601649 48.1650301948 59.7889279427 18.6331572152 23.5946050062 162.383149487
8.7366798368 49.0097887107 57.7755817152 19.9453368613 19.0098983971 157.728426131
5.77330147396 42.8770615306 41.4492897878 23.1726205611 23.7504617419 141.294358274
6.7202078057 55.5804110253 51.0431303474 14.4747741461 27.5570155805 155.705761445
7.25675394052 45.7024492823 60.3404422075 25.4816694252 19.171593381 162.566079251
6.26932705538 50.2975521687 44.1806547885 16.9750512721 23.2880036995 142.683183034
7.38635602489 47.4588849504 40.9005460052 25.3080116429 26.5140137055 150.758939866
6.4310912911 52.9467330721 52.5541725582 24.7604903077 20.8836069576 158.268342355
9.30579560393 51.5643774814 21.6558080101 25.4774831213 25.1829045525 134.080523422
7.19458550478 54.823419476 46.0477328668 31.39307146 26.969567145 166.825030902
5.12121821895 52.1987218895 60.1162307935 23.5458242068 26.7964637224 168.007455187
9.1894724597 42.5317616163 35.8079853799 22.8593312918 26.2120708065 138.247360336
5.32627077856 44.8700847171 47.4342614814 21.7340159976 19.7353853628 143.281920071
7.64437486427 48.4020717146 52.7825155395 15.3273207202 26.2578543247 153.524350516
9.27944841685 52.2683791691 46.1452462109 18.5855913605 25.9662407914 155.422912458
7.0909204968 45.6030921773 47.1293063139 7.20786033273 30.4763099893 141.253981438
8.69872199594 47.08580021 31.3047504448 14.9891297102 23.3112909166 126.47282475
8.06817046017 55.6311242504 52.9585925743 31.967619885 37.0289306864 190.541606232
8.0478492179 57.4987789494 45.380421464 22.4227185652 24.967102341 163.305522583
7.6250618911 45.3758836885 53.4426048841 21.1375432535 31.6436176082 163.410694026
6.41338610959 48.0073583388 44.0001261502 14.0663045211 34.3510227833 148.898980726
6.85653128161 56.6362869677 57.7528789104 16.5532693941 23.6803141944 162.565589306
5.63892469882 49.7149742301 56.6352967795 26.9727649932 18.5769220377 160.352865054
6.23596753278 48.3366798008 45.8711523226 3.44572314327 23.1784449234 128.105917756
9.3491891789 47.5326751023 35.8006504686 23.4866531028 15.031760844 133.813998285
9.60123014422 52.6408880881 44.0042778949 27.7203621824 13.7868297019 150.371957863
5.0026024135 44.7319389326 28.3588683273 17.3005046341 18.1118319057 115.405397876
9.69695023395 52.2702753904 53.6192158591 25.2891716557 35.405628958 179.867825771
9.85686214313 44.5169717898 53.3869552516 32.6289027988 28.6519406319 170.470451658
9.86280593452 48.7117134546 38.3407424241 16.4563107907 29.1879929903 145.228266738
8.80636935622 54.2866868218 50.0892391547 22.4220725586 28.8264378012 165.641613585
9.70945920614 53.1094632331 33.1660243201 15.9530502 25.1422120663 139.451666665
8.29940678366 39.6476228036 64.964633653 23.161681621 19.0325485969 158.419113611
8.66310651569 46.7677630093 49.2100592872 26.857674982 23.4094273944 159.67584581
5.41562202935 55.5139854017 58.0916579367 22.020315494 20.1446702402 166.186135451
9.84758623452 56.220083741 43.7057159269 20.6332671459 20.7156856791 152.002000315
9.55813496364 48.5780309162 59.2333637424 18.6909678093 29.0190536457 168.030262644
8.47729236455 52.6839434598 53.9154831959 20.9850761789 25.5517070712 161.785026015
7.9552654785 43.8607141403 60.7860437591 23.142811397 22.2877260404 163.02754135
5.50963000496 52.3694637445 44.5263975302 13.8789172703 25.8449842942 145.253404065
9.32570630687 53.5566023532 56.3069660638 12.8031018301 26.3192294599 162.54648647
9.31310916426 48.1837799792 65.1472710829 22.1560294165 26.1338765937 173.37202147
7.35484057866 54.4144288852 62.5226498356 18.2372171309 21.4829604479 168.646916895
6.7122203859 53.2035665112 47.9167642373 21.7956880407 27.7578641888 159.005478782
9.17783114468 49.4122844345 54.5942272323 17.4349363329 25.0291682705 160.327179165
8.18249920854 53.1527207079 50.8864859534 16.1930166305 15.5536578514 145.382386636
7.2234098848 50.5062727508 41.1022765378 16.802667949 20.23944844 140.410999437
8.68781006475 50.3936506627 43.4006239793 24.0710820533 27.5478598452 157.142301152
8.53852413767 41.3954668858 46.466936926 15.2975382392 23.2411390188 137.834621313
5.36729995977 51.4839692726 52.9457673837 20.8801456764 19.4231226007 152.851895755
5.06823641177 54.9956742337 62.3597111791 20.627061177 23.9956565599 168.074442006
8.59038861511 54.2713650244 44.6539798332 19.8547517436 20.4931840133 148.604569686
5.441318105 47.3999545995 41.9538407148 19.1158988131 20.0648655007 136.266829306
6.49302418451 51.7280638088 35.5812947528 20.3254652422 22.177105202 139.901429682
5.76620754316 51.9473841287 53.0369965182 19.807201325 9.16273879116 141.603615338
6.65663219413 56.9511342332 40.8822772643 21.6618935301 29.335986787 159.358481415
6.0786585947 51.9694276713 47.4028608244 16.4087718147 26.3794409579 150.540802317
5.63881877375 54.9562962307 46.6620245524 22.9223744444 22.0099330473 153.792111797
8.82548301257 52.1940956816 68.7339567561 19.3989592628 24.7734066089 178.481385318
7.33260372407 50.3752792677 49.638129603 19.121007771 22.9784760497 150.719520005
5.96634185559 51.3667747706 57.3905936166 12.6719831107 24.7789848732 153.574625064
9.37177373008 50.1617446521 44.2768674941 22.2704879023 34.3104489489 164.967904021
6.52814385741 51.6706811775 44.2102642448 13.5049946238 31.048163093 151.731101771
6.61335087138 46.9093645821 58.1388408168 26.0584615464 21.5145300599 159.375301401
9.80343569039 46.012407318 68.3475161526 23.6258288802 29.4767860856 178.79001458
6.64895901872 45.8952354386 34.3319212716 21.1938302923 30.2592384916 139.589997662
7.45628392739 47.3322652105 32.7945449786 23.0727986628 28.0811658436 143.124167916
8.10397466235 60.7700324812 50.5255330021 23.2059431866 20.8354739829 166.113143818
5.72336511721 48.8670369429 59.357857371 23.0452640546 22.6189721485 163.216875259
5.72394367291 48.7250276046 29.3644873105 27.5932742289 25.548314815 137.668184444
7.0392907415 46.0447446791 57.3614619878 21.4634770041 23.5187844259 156.078346806
6.10296227992 50.6405711094 41.6185506416 11.9192452046 23.4684334681 137.5972696
9.19774485336 44.5149198481 48.5767405752 33.0007382568 26.4850435782 164.014249177
7.73241902429 52.4965127313 54.7478844333 24.5790348248 26.2867427605 165.926007712
6.1989808946 49.1373525303 39.0829521467 13.8651468096 20.9045162489 130.737475691
6.86060589099 51.8655860051 30.722237943 24.679669145 28.0500384269 146.37808079
9.21224183156 49.5607846535 59.6029280086 16.7774465826 21.9892011055 159.703765872
8.17002657575 54.2688452716 41.1498336929 20.8916286847 23.1638142369 151.276644651
6.32005871032 42.3881978756 40.2411050871 10.3394759613 15.6002012727 119.361614945
8.76440843395 54.2692756885 57.5188208533 13.1519532411 11.8667731282 146.586511108
5.42288581579 50.3069788369 51.9230456697 16.4049014198 33.6368889753 158.271875807
6.22349400374 51.6388766517 52.0598879297 22.4870163441 18.2008268301 154.891216116
6.32774039476 50.1852428031 32.9145318391 19.6943883569 25.629529735 135.270376005
9.68327738908 49.9806583721 58.4576814899 19.6248736938 25.5499096159 166.329209334
5.77031142358 50.2777358905 54.3130336343 16.9528932729 28.4080624838 157.743477109
7.97721430282 56.3508173805 39.6510465689 19.6728546085 27.9140524131 155.128021599
8.38607962961 47.922884463 34.0753704061 15.8273600246 21.5392339781 130.95222365
6.10938867907 52.8612067397 43.0969054704 17.1045402568 30.3081849184 150.827784194
8.52313742361 45.8071345813 34.7780110282 22.6400924977 27.0691005283 140.844426531
6.03254081767 53.3830148602 64.0395889525 14.8762347868 28.3854643566 170.951192217
5.6473484697 46.0434468185 60.2795396246 24.6378420843 25.6335031635 163.256580529
9.92113797736 50.3263273139 53.3683871836 15.7298764387 19.6501994361 150.798128347
6.65185071035 51.0130275309 45.1913121274 18.9514313402 26.1610203722 149.203583216
5.28757088282 53.1762426023 29.0791906238 17.9705939913 20.9539132309 131.09350245
8.76064927217 51.3368262768 28.5037527468 15.4744936208 29.9167301029 134.141129605
9.12021259914 46.8575945838 60.6248165892 17.9673175078 19.9442750695 159.271865455
8.33510674097 53.3777024827 56.9803465003 26.7146792731 31.9416230977 177.419924597
8.41788182767 51.4781323417 64.3998575967 27.3802325494 17.9152930079 170.106775228
5.28218800934 50.2154133379 57.1961488049 20.2527476682 36.7264723031 172.127791382
8.53099336922 47.4350424863 42.2174416584 26.6738913229 29.1825336935 155.525385967
7.2431340162 51.6605426561 65.4739967208 21.8778170002 29.6410202118 176.448198991
7.30609743269 44.1113364912 54.8743338095 22.6019023713 30.0418632754 162.842792945
5.8388390751 48.8001065767 42.334581302 17.9968911696 18.265859436 135.760348108
7.89318071473 47.6367918194 58.7252022595 29.2255141845 32.0713961674 179.708180751
6.32789655918 55.428257409 54.5067435697 24.232637195 26.4598574286 167.912897572
9.42785270404 49.4207917927 46.5848479486 23.3793495056 25.3114082048 157.014976052
6.14044931799 45.3075167274 40.6957350051 19.8066514244 15.1234835743 130.552056431
6.004121 46.5919316969 40.0945803599 26.4744815935 21.7097112507 142.783232187
8.77025340539 44.3306491869 50.7705943306 21.3373824852 14.8884045432 144.820262724
7.51953040511 50.0546250969 43.6899645068 26.9257961883 23.0038056887 154.144209732
5.92298042635 54.311344012 54.8571020603 9.82252091303 27.8629304675 156.106121549
7.82785418504 43.4485232131 47.6229801909 24.6798401491 21.0526551792 144.947253757
6.58160472989 55.1057176509 36.3112842591 10.5873470099 31.3080636986 144.26834752
5.20402212354 51.6991733637 62.6314475371 12.7330232464 26.8030021712 159.866754261
7.19004837248 47.2843417556 27.5613571175 22.0792454206 20.3437353013 125.343314412
8.5129340572 54.4724179041 43.3050240366 18.4218956803 26.9387777521 156.630573368
9.49850336433 36.01809224 38.8089572767 25.0061148977 26.1073726784 140.056356946
9.18152462332 46.7136811925 48.3289585289 24.0467240976 32.0941459811 162.804611034
7.44777822434 54.0574764791 51.8969147259 18.8894486859 23.8266676192 159.87405834
6.48145645796 62.1237148418 68.6529625629 23.8043882546 25.8646796369 191.335042367
5.4583099386 53.3174658667 28.0155278813 16.7756838905 31.1704536541 137.132475338
5.96871140213 47.837151701 64.1638110481 20.5073367297 26.3564644141 169.439635361
8.07659735903 45.8845203877 49.8759738913 21.6352600792 23.7904821838 153.355668421
9.73685041981 49.1163432284 63.872784365 20.0599949991 32.3689386376 175.367165782
5.08526343427 57.9091137827 33.7669381883 21.9507280117 21.8256638395 144.704359532
5.91244794524 43.9569325782 43.8608072712 21.5398963853 30.5454680994 146.55436244
5.46655028298 50.3781405054 61.7557892101 13.7620701193 28.698911308 160.809809233
6.07596531708 54.5177256386 49.3211488887 21.42539352 19.2858189549 153.77509233
5.4094172112 46.1668393834 57.1488103354 31.8486431991 20.0891064692 162.582214547
9.37757946799 44.4258322823 51.4094936193 16.8394657136 27.9961920569 150.831905838
7.47099370489 59.151155728 56.4042671921 16.7493398821 34.9248362297 178.015924386
9.33688289327 48.4907551721 40.3003301332 23.431900668 38.9629138685 162.452063689
6.07238687726 47.6503677302 45.931915383 24.9174549886 20.7796802243 147.712188372
9.86654010903 48.6035292757 46.2949806316 19.7965140621 25.2555627692 151.920491153
8.0139041335 52.3643864219 56.8126302088 14.9609952494 29.8140571223 162.233737442
6.49761560257 51.7529451202 38.8731242376 16.5984516109 36.0875729038 151.257172433
8.9768160274 58.9968507668 54.0512532498 18.0994796186 26.5299746043 169.257486039
7.56050975486 48.1861743557 52.6578861103 21.5445212468 25.7431926832 156.915977053
7.524949499 56.1514180541 27.4441408187 24.685990189 31.0279371175 149.975569494
9.97765771275 56.0825479196 39.9753414325 17.321324971 20.1205850906 147.574093978
5.31230112035 47.4813878574 61.3829831575 20.8427635695 27.8832738254 164.549121586
5.35867785522 41.8482304273 67.4149229056 16.2416946208 22.3683764001 153.512274572
5.03533585997 44.6183399623 56.4553479893 26.7807564091 19.2746312369 156.856413061
6.72321172663 50.6965601444 47.1695766661 19.6488122331 23.6273079694 152.073359977
8.33170377578 49.1788168668 50.0574777433 22.3739227156 25.8823565744 156.621136183
7.55311556132 53.8571619241 45.1471718918 23.4409642366 19.1958084582 151.495541471
9.58267202875 43.356182806 58.609516547 18.426863032 18.8252686604 152.002689544
7.40034157507 43.1263361517 53.9626746409 15.1562750938 26.3758449071 147.842487063
5.69787151557 56.718057362 60.4589479498 14.0792262592 26.0115737921 166.419267112
9.5950616588 58.7200752739 57.7437776785 20.7460050417 22.1834719487 171.383492919
5.19144215307 55.9413835019 55.8080557658 12.775879781 27.8223971681 161.671660116
7.60219568577 45.2324489552 59.2536300034 24.2055117474 21.6074363874 159.559854134
9.80532681635 50.458049662 48.3477690441 17.4012248395 28.5767101657 155.975174352
