A B C Total
60.2430176744 50.3189067512 46.2357627414 157.067989562
48.5992654247 56.8732416085 45.1377212512 152.134493714
51.6271166517 48.2920517575 48.8210161814 150.023835213
41.4002537474 53.3488132999 57.950801131 152.787145819
55.2175046385 49.2160932357 55.1703371563 162.712863522
50.1138654073 58.0438759172 43.9335024432 155.246274306
62.6433238686 44.8306867047 50.9679251516 163.189052953
56.6666863871 58.5530189604 50.6358041896 167.241140665
50.2114172903 56.9675216595 50.3347214811 160.886336519
50.7338758319 51.8448677088 47.6617286432 154.113071076
55.5776386653 36.3495578084 49.5505772871 144.986628248
40.8703801299 52.6445356152 54.6482789117 149.508224604
51.1591135637 47.6963793953 55.8992292981 159.445294094
49.7614663834 49.4017396079 47.1246000037 146.329502146
54.2495464012 52.5165042165 53.4624510436 164.224067841
47.4727414278 45.2805563764 50.3352930828 147.587810813
60.8980419727 43.3584122148 49.8100322546 155.808482493
48.9016790388 49.7148197106 63.8197448042 165.649992522
43.7747565878 51.3446431287 54.6776704863 153.402043675
46.3972664301 50.9147048226 52.2906494585 152.979738869
44.6708122878 45.631601502 61.3944603802 152.820527365
55.6011679996 53.8381016548 39.2142006175 153.148578249
52.1828604509 52.0176467183 56.7006766561 165.877965876
50.3550451494 46.0287992914 53.3288409733 151.908606601
53.9412961252 55.2534106342 47.8363935341 160.517024838
44.9043627863 51.2514499954 46.4766992466 146.460990652
61.1353373201 58.5505433394 50.3980338408 170.88972445
42.6739152869 52.6498859924 43.8101414768 139.590258949
38.8932946122 47.3796617663 48.3455300358 135.065402603
49.7224769423 48.7010378329 49.9189495171 151.534087822
50.8127590884 38.3260354539 50.3808405341 140.738071467
45.1974230353 57.6570517732 54.2696167703 160.673247115
52.7185296135 55.8575252533 52.1136119428 165.218662194
48.828513871 54.9689437984 53.2729062447 159.479675671
49.3739230267 50.5991290731 52.8383624247 157.073675724
53.2122891277 56.2113147303 52.0160347011 163.472144076
56.6542143434 52.9806432488 51.5429007426 165.743297438
56.5557623865 50.2979770151 49.7885571676 159.91770398
47.86675788 55.2131596001 41.4552746853 146.708683577
46.7450983824 52.2856748312 46.2787189213 149.226482937
47.2970769331 52.7494975944 47.0520684688 151.576781841
56.378292752 42.6165629525 56.4596243509 159.117554607
43.0311158968 49.2855906272 56.9766071781 150.136229144
44.9958027134 44.8186485848 47.5672517271 142.368754724
46.0122815573 50.6643399365 47.2992746493 146.1864924
50.1817825633 45.3311097187 49.9134116134 146.957778006
53.1495732544 45.2744051564 60.8691729199 163.554607855
47.2950866687 46.3918976821 56.3609168422 152.391786609
53.9941436763 52.9346146696 52.5488472006 162.586684856
49.0633601926 40.8283111591 50.0906067864 141.55357715
51.147254787 44.0027391324 51.7825495996 149.263817072
42.3193224035 46.6862208065 43.6566267793 135.37368288
51.6345050863 48.5614450866 52.0262167367 154.39634354
51.3917259343 50.9399771342 49.1512068807 154.484205579
48.5168182602 54.1417598647 57.3739658583 160.685085891
55.5657569766 48.3182507122 50.4254818167 154.996243607
45.8661762944 39.760492642 39.397570841 128.885576236
51.7454139763 53.1335752912 42.8210010085 149.391360716
49.4895013742 43.3288466359 43.7066540036 137.791886898
37.9442828977 38.5590498899 52.0047137329 130.529757199
52.6834753006 46.1474746422 52.9937446434 153.100841467
50.0184152158 57.6047949303 51.8995565765 160.202725606
42.5821735176 57.36338646 48.3224309258 151.520555046
47.5920016931 46.9565178074 49.4838732356 148.134716681
39.9167679331 50.7545120507 62.5587903155 154.904253834
48.652288874 57.8414013472 50.2070255168 158.934009817
46.7201944358 46.4340364611 48.2555638409 145.772295747
52.6958667914 39.9321907715 50.9743503489 145.767781621
41.1707528707 46.3810921421 56.4469853333 144.675570851
51.0172482695 52.3110000235 47.0845409285 150.469854594
53.1266906592 59.5323599989 46.0403354702 160.384894643
49.3780348699 58.1948186868 53.2971352979 161.641866923
50.4405552559 46.7902434853 46.7113294513 147.72555663
50.5388567933 52.616410255 53.2014016185 160.775713736
46.7267553896 53.1535379485 52.8656424876 153.567882995
46.5373454882 47.8947930666 44.7555639765 143.063972147
52.3643273783 53.7632746144 52.2162823852 161.512298087
61.4978346218 53.3556246821 48.840820004 164.475347979
53.0162571687 55.6438041032 46.2860091882 159.282631252
44.1856541581 55.763798051 50.8730248225 151.39017949
52.6642370462 53.134838849 49.5841356311 159.698363832
47.9198387875 55.403427877 42.9491313497 150.48024511
46.7446506135 50.9436011219 53.18282313 152.318420451
49.881706978 47.6758295061 52.2758396827 152.296063478
55.3660039663 44.2923726028 56.5475866492 161.144766706
58.6467726223 40.3179954378 49.4510502072 153.255809155
45.9686478619 54.9057202704 46.236642642 148.139126068
51.8173081817 42.8820875984 54.9136374375 152.514377285
46.5334350322 46.682613598 58.4496799967 151.724480519
39.2245055784 51.0799110137 42.0510672714 134.338237348
54.8469287338 55.530928119 48.4029179762 160.218774183
49.2536528159 55.6998101501 42.617613743 149.98720779
39.2382378256 51.9484710553 58.5952284731 151.869027632
54.207698736 52.3174790725 54.7167318021 162.839925339
49.9118100177 48.2141860944 48.2512233835 149.872454131
57.1114518893 51.5499208762 50.2226910075 161.228909096
53.1165510421 58.3619957351 46.4284181187 161.320431593
41.5845391744 52.1659832577 53.1403362056 150.749139084
45.3606800027 51.7964740917 49.1931671533 149.930751493
49.5793727518 51.2716661035 55.0534957332 157.876440869
57.2337049203 53.9786059917 47.8751198789 163.455776328
51.5542204387 56.1578645064 46.9472211403 155.640285314
51.7878980994 54.6001041313 51.4456016243 158.411742372
46.4763551848 44.9846683799 48.6433300634 144.224280113
47.1251288373 43.9037948985 51.5244347452 143.222061092
47.074293439 47.367353014 47.9471821057 146.596422183
56.3819612353 44.6601752462 48.8085871273 151.703223452
52.2805998309 49.3143486934 47.0875143511 153.670009975
56.5542046496 57.9046880447 49.3656277209 165.460799717
47.0732415722 45.8899233829 44.8944894286 142.000366515
54.7980460123 41.8817981661 50.9487084438 152.429128007
51.1230272022 53.2732244534 45.4430073434 152.043719248
46.6001968499 55.187103416 41.8105971426 146.730646418
47.4907760705 52.5307044992 50.5347065943 154.227147791
45.8799136837 55.889118324 51.2530775585 154.026526096
53.253804187 54.1970425127 56.9715213655 168.927507131
49.2456297446 56.8687855747 52.0086447152 160.997932761
52.0421557887 42.9048560989 56.7680963342 153.630490603
56.7546362662 51.1650602956 53.8546784251 166.235055658
47.4664849623 41.1612483701 50.9599580112 140.11736397
48.4496497848 54.618662719 45.2430230864 150.060477381
58.4462240763 48.3040006099 49.7383310092 159.760716601
48.4861317236 54.3703861626 47.954570544 154.661944038
54.519333502 47.5044060035 50.6008877764 156.808217344
51.8091865285 51.2158189211 43.5760048975 147.538240202
50.0502134314 47.6307300728 50.3599009018 150.511871316
52.1079718163 45.7291939264 48.6707524608 148.518453575
48.0525746053 45.8524539143 54.79782733 151.813206585
41.9111411109 47.2418453778 49.9321092152 142.096095072
51.8813913499 46.1790784439 47.2697328106 148.392163814
55.1549476556 46.9098279024 48.1843186793 154.094909029
54.362616754 47.4940571612 53.9087525463 158.837464002
56.4593261101 55.5863102657 48.2326116554 162.247147176
54.9492358 53.8724860991 43.4483895392 154.979607228
50.8641988892 43.0539054826 46.203292365 141.289326574
53.3624674504 45.8240030916 56.9239091436 157.310595052
44.419123258 46.3073885357 50.73257947 145.209150063
58.9715669429 42.2173315186 53.9289342789 155.390127792
39.9211316389 47.3464003795 47.8542604093 139.456959463
46.1464135137 51.5653528284 45.8679038283 145.920082945
49.2942497985 52.315886573 53.6764822138 157.000179911
43.9302513847 50.1763899351 48.5933231729 144.327970885
48.6628111262 44.7976096554 57.2773362423 155.469516464
57.0759220981 49.7279551526 53.621192959 164.782159634
56.3293176652 57.0076243854 46.254019946 160.853798102
45.667106968 44.6472928263 52.7962661439 147.034591986
34.6555028464 58.7777624378 48.8356342321 144.189003035
48.5973184335 47.5209529992 48.8364558861 149.538396687
40.6065334696 44.3157326506 47.28335543 132.442624552
54.96191211 52.1081987725 48.9513873078 157.188862905
52.0501139979 54.4270831669 39.8577521544 148.32063593
57.1182780627 57.6212220488 49.7736855848 165.809695965
44.6332839988 42.9202959652 45.3201093109 134.154147197
50.5281248661 48.855178223 47.0013766545 147.511979443
45.8153409257 62.1323535985 47.5683298229 156.014602138
42.9899769466 52.8508547455 48.973216284 148.89286357
52.5673652925 56.274093594 50.1859145212 163.658921764
37.0271191983 44.7637996783 60.9701866727 145.925024544
49.0403956678 52.6396605195 48.7678595453 152.200491789
51.6146515533 40.9727494974 51.3729962925 147.107933574
54.4636379483 49.1006858883 55.127282271 160.171754371
53.0707436089 45.4834971502 50.3082956316 151.013661295
59.3852751882 46.9902915172 53.5193359948 161.870027007
50.9120587945 44.2261587482 38.5075955496 135.563122986
51.8383394742 47.708540179 58.4265505802 158.334364817
48.0548635634 58.7698180068 47.311404992 156.044731358
59.2334962771 51.1075714679 48.8298430296 161.936500949
45.9830674006 45.9829547752 48.002482076 143.826877453
48.4762378743 50.8272839511 66.0015520955 167.869013222
49.6824840952 49.467934869 56.4088496702 158.652216684
52.8487074471 45.7512512778 46.1502381897 146.306346609
47.6360824382 51.9352223476 47.4286601532 150.368042399
49.4475576391 49.2656892543 51.1475140263 154.037391087
45.0547944578 51.0443741159 52.2787067846 150.379545636
44.1249570381 62.6848809216 53.9870757204 164.576656912
61.093635481 48.2810851084 57.2810414024 170.292192317
46.5914842007 50.2077049636 50.8781368815 150.055953045
46.0679488578 39.1537476661 54.8003097557 142.189410207
49.515457272 47.190041802 53.3123232448 150.681442569
50.3389206154 59.8127033159 54.2124216296 165.658348927
58.1693800161 44.4898715964 46.8446059675 150.181353353
53.3046555954 48.461325201 44.1295027982 148.204907255
53.2676229821 49.6866488546 52.063566924 158.327287738
42.9430460969 45.621657785 51.9927511746 144.82656601
45.8485414631 64.9166549586 52.4030850697 164.393610278
42.2973591476 46.6038091837 44.0900097336 133.086137462
41.1349187258 48.3125910367 60.8209186393 153.169980517
52.2424627788 55.5348771491 49.1986870127 157.861198631
50.1749458819 49.8355529298 50.8446420701 151.593709987
57.0180930645 50.5184492674 48.5065899481 156.561184408
49.9081920339 46.7757790381 44.9476918355 142.033437962
51.8640834364 46.3701318462 47.7034727468 148.875421192
51.3732998135 45.9810373631 43.702521336 143.923434446
38.4094736465 56.1304174577 48.7878134105 146.084389918
55.1788749881 50.0169561799 47.6331179382 154.702280011
47.0801399315 50.6184210222 53.2975676437 153.853050104
47.5820601031 46.9010901913 52.0627197577 151.058800898
49.5835812792 52.4231448693 43.7292984365 150.32434894
55.1222213544 54.5523637343 50.3286395058 161.186958513
53.8405380448 53.001990664 55.3090234431 162.576255826
44.5410133408 52.5403280658 56.6086159241 154.685538222
49.1880465612 53.9479502551 48.4402471107 153.691228908
41.6539709831 52.3998082942 53.3156894462 151.091555474
46.1462108303 52.912311465 46.1024710085 148.850885883
45.7813192265 49.3042883304 51.6453926342 150.068171359
50.3511926412 55.4671681685 47.9106963975 157.553233363
47.5255537903 45.7731512586 49.3796784514 147.098937764
51.0607091933 57.5630367782 62.6307267599 172.494997515
52.6724353256 48.3632348756 48.4450499523 153.712435875
46.7753883808 51.103083549 49.8632319485 151.677947587
49.0088164075 52.6303043305 43.0317330639 145.132558388
41.371466532 43.5603814351 49.4952571017 138.435835621
49.4458415569 49.4418752746 51.4424814511 151.310681431
46.0022967575 45.5157593761 55.30187625 149.153449365
57.9912902193 59.8712009883 64.0205276548 184.147393363
55.062670272 48.2127457471 51.985747936 158.198631942
51.4188059007 48.0179625281 50.1233297851 152.633626956
46.1733111859 52.3962430327 56.6980873322 155.371091717
40.3762772159 54.5322841645 48.4786052035 143.626582567
49.1487320028 38.1259095686 52.7496813798 143.00648352
35.5345122899 40.3625783865 43.8841393535 121.682959872
49.4023514307 41.8178707999 49.5851544388 141.625514814
54.8881363038 52.8481017549 40.6382265883 153.329459811
47.5208247375 52.1053542132 44.1484696971 148.215030455
51.6713519328 59.6027838792 38.3486557904 154.143108896
56.4207436619 54.1068557112 47.7115831872 161.378259436
41.8055905221 52.3742840138 48.52503777 144.364658996
46.5682552925 53.9656416397 56.5140820501 160.579966804
54.990205797 44.8659574369 41.5660338218 146.198664983
56.7613370943 49.1418993801 54.4563082082 163.726525451
54.5237038385 49.9983633391 51.7888812098 159.835119541
44.7491397932 41.0579055613 40.495135353 129.875722253
48.0594912934 42.4723345522 54.3255509503 147.296341729
59.6231255439 60.5434349171 59.8492316202 180.588175707
46.5994281902 42.8418308633 51.8513038189 144.100127762
50.6798903729 46.9664822642 44.0176213591 145.92504595
41.052844405 58.2634087041 48.5597954928 148.128943573
49.3782629748 46.3177704665 48.401038527 144.797012416
43.011997017 48.2470747645 57.3798125805 149.866939205
58.3168414804 57.0217506535 52.1551086993 169.029938806
54.3999054318 51.8970009378 56.6665479507 167.245792658
52.6191265946 49.8511905468 45.0449347755 152.314061528
40.5962866841 41.6720398614 54.7983847734 137.875849902
45.3043651264 52.6119152244 41.2543724407 142.799508784
51.5924642558 47.390648072 44.5786274548 146.831751386
47.9665490657 49.0362203409 51.2636927832 149.592213343
45.3273625651 55.3393072228 51.986459451 156.081138124
47.5865302375 53.5437827707 46.2752620174 150.918175082
46.8710018258 51.8329674103 46.9868029798 148.948500804
44.7400188612 53.6580918615 51.4407276884 151.009349041
49.2344046169 43.4080916045 53.3529481672 147.608374557
50.5324375703 39.9341865659 54.8655331296 146.408409867
50.3292214943 49.515510435 55.1182936687 155.308212328
46.1832446199 51.451626693 44.516103706 145.10842238
47.7766479584 53.4045483794 48.1224508933 152.158739172
53.5591119557 49.7119170113 52.1738295056 160.23218838
43.1859555795 51.9071332848 50.1061017299 147.429460145
39.7524687877 45.9065973519 43.4122627261 132.796673586
51.7234009743 48.2534584143 41.5286571598 146.312718693
44.8513528887 50.5853024059 46.3166393174 144.335269613
52.3451587285 48.9901949963 48.8143791117 154.020635988
51.0824245551 56.4770517647 47.888428458 157.848953171
48.6336439415 55.179843523 50.0179036001 154.555793247
50.4292504836 52.1869380811 45.8403444471 152.948505908
51.3526959149 57.5942580593 53.1177895263 163.092952715
40.0909345438 50.0002367271 51.5892943543 145.041442821
44.5331430636 48.8648252098 49.1834609975 145.395235203
51.1296683916 49.88503949 45.650990745 149.830577768
49.3455357107 53.1490864194 52.3670669869 157.348056658
46.4726680758 50.1727271962 41.7030693366 140.920166723
51.0983273361 49.8850025433 44.7564937239 146.16621252
41.7021473559 52.0757766513 49.5227567718 147.746095151
51.5773106482 36.2617741247 43.3467658929 134.133040691
51.9397703772 49.5602049463 58.8809866498 161.746970694
39.7721716701 51.2720909772 48.1948085856 142.439830838
50.3819524874 52.8000312188 44.5557616533 150.957211026
49.2611694454 47.3100582637 44.8248061175 145.506981506
56.1733327009 47.4340223268 56.7942955963 162.036653471
39.2556254316 51.756195041 39.6535875002 132.15733633
48.6500351392 58.7866007933 49.6877216318 158.031993484
48.2556390493 51.3400230373 52.9342193534 153.413762688
50.1949447285 52.8868246074 42.2979678251 147.260940674
56.9413808904 59.2163824605 46.3654924951 166.515160046
50.8675829552 41.9441131817 41.4874640835 135.281230463
57.8459551734 45.9097473749 49.2644292457 154.87341781
53.3062148977 45.9159939785 50.4719939539 151.433599428
48.2575711619 48.0249793152 50.818733972 147.947727806
49.513352287 49.6825127287 52.681779632 152.692199367
50.8129772974 43.1247287158 48.2886470295 146.799193912
46.0507981236 41.7942716267 48.7850532873 136.95072541
53.2637665497 54.8987658933 50.1231097295 160.750887933
47.0983554449 42.0634219922 46.3488060853 136.943141294
50.4407227168 52.3619941774 59.9970629228 167.511045509
54.319076051 55.6197644533 51.6650777097 164.173234818
52.4776694435 57.8719407312 52.5792841763 165.67124946
52.8050343046 40.1631838947 44.9082876941 142.720570713
63.9845718789 45.4571725323 51.1716482091 161.157227583
49.6161721894 55.8163350729 52.0827309865 159.158144376
56.9332831465 46.6034985774 51.1552580169 155.915428787
49.1234188717 43.6556700365 49.8884272423 145.319104427
45.5043902705 60.3484746891 47.6693097236 158.059230393
48.8936765585 50.073070289 37.3028432928 140.814004415
56.752453472 48.4501069753 57.7632152967 164.145932342
53.4451574973 55.2369564098 45.2887250042 158.512306814
45.1342437193 51.3355536831 43.7853494195 141.936421349
49.4150794164 54.0988374096 59.9733466362 164.641693736
56.0097841757 48.4352355252 50.9119554392 155.739816756
56.5197161413 45.711036544 50.5113905399 154.912915886
49.7239822466 50.2525296264 63.0801557524 165.543967892
47.5176261404 45.8110813402 46.9187938349 142.31355507
49.5562703312 44.5052154791 47.6720079414 143.469795457
56.4705772513 54.9750941835 52.9607983571 168.056318377
52.4893218428 46.7386031278 40.797155434 142.266020704
49.8930839555 48.9397600079 38.9514571856 142.623104409
54.7200541636 51.755431496 46.3190601773 157.694561328
53.2378843176 46.3551531822 52.1352919529 153.630541209
59.1379037592 50.4856474686 60.8961212352 172.169846026
50.0416950383 52.37322618 44.7778947497 151.572606803
48.3109942248 52.9154350835 51.0567010247 154.538738501
52.7105841817 49.3986515007 52.9495394032 158.963119502
44.6595163316 52.4285034313 55.2508260182 156.363413127
54.5632718044 45.6201332363 55.9931386216 160.568508066
48.7005213526 39.8913081021 46.9468348279 137.907279141
45.6985268235 55.4442615519 47.3169863105 148.774329472
53.4806470547 54.0702290011 50.253316399 160.72917727
51.2387356916 51.5109584206 55.1216445171 161.107150314
50.3717801805 46.0462000654 52.3129870348 148.735271747
48.2594492881 47.5998688268 50.0474385383 149.572814546
45.2184679846 54.3900549523 49.4457177715 150.552075139
56.4784181598 52.1806054793 45.0646120409 154.443218114
48.6086823689 41.1220040824 52.4921975069 143.342196304
48.2272816072 52.1004604836 35.8131550164 139.565569722
49.2819474086 56.4168561347 46.759863462 153.608097971
46.841329064 50.8161683077 37.8181132062 137.087398077
47.0087811789 43.9154593684 48.3165289993 143.298743514
44.9251320923 47.7879691955 60.2001058083 153.544491587
46.6225018884 45.9322367963 45.9162150687 142.105031933
42.9374050878 50.2177866389 60.2171136763 153.626199002
49.6601519672 51.0151405357 49.7534730055 153.588025817
46.9525714109 54.741003349 52.619125831 158.35853342
55.9447341196 47.2516121945 52.6985542622 159.237653585
45.4708485422 50.4781529493 46.1879751033 146.81031684
48.3091063266 48.0172575605 50.0841306112 147.569106551
49.3934687942 46.3715936796 42.0912832316 142.294325021
48.8122623195 59.2676955778 45.6301037761 157.018242849
41.5384733571 58.1058124615 55.5825436318 155.290381712
47.6294282343 43.7383516409 58.6296897924 154.479497482
57.7973139593 48.6854713875 46.6659411011 154.141690349
49.2866095778 44.8013237759 49.9524036015 148.31190869
60.4392555125 54.5578547019 63.3468873193 178.423149166
47.3497644131 59.3227063669 51.5239206556 162.009703397
42.6543598774 47.4756612835 42.1694911837 133.453549546
51.2551043715 48.175921847 50.5467153803 154.092799979
45.7034022195 49.1335411324 47.2715389946 144.752906463
51.7481649975 55.3464278076 50.3847047097 160.900275472
50.199381531 52.2833363561 50.3982353637 153.95893852
50.6108761326 48.8963726141 42.7473613401 143.270870758
52.8121306991 43.1451845349 49.834612922 147.663373757
52.6683026116 52.5242875626 58.9523187951 164.435258481
58.0112475584 48.0346302003 54.0127855084 163.076933321
56.5962729453 54.2946519288 47.442436635 158.66074332
50.5379956013 45.3187329971 47.999929696 148.66086664
49.104163561 56.9190974161 54.7217268613 162.250256733
41.834191818 51.3308215256 53.0123230343 150.036896625
46.9262708499 48.1514514934 44.8871275814 142.379482703
43.7062985894 52.2744766133 45.7909459605 142.378146505
48.885884171 59.3141623098 46.1704272288 156.612565808
37.0118233273 47.4885481783 43.6359158182 132.074227782
48.9822568125 52.3218116865 59.0167498123 162.746953649
53.9089429285 38.9506901466 53.1086792499 148.282339438
53.0892042309 58.6842848911 52.4418026 165.166658029
59.9432113593 53.2730699615 54.9933664508 172.625935063
42.0535981722 50.6907456202 43.7355062102 139.988374532
47.9902000365 59.5909217631 43.4424748022 151.114735096
46.679142121 48.7915579303 51.1212446099 148.446922706
44.4043049685 44.6104482211 46.411864901 137.285279483
53.8468361223 55.3919096656 44.3873920801 155.38156189
46.4281293114 49.7398498657 52.7991889577 152.997525015
55.0578139336 52.8796419607 43.8109953272 156.247984338
54.8722575189 53.9054930712 41.8333126981 150.877893194
46.5518317615 46.8458312222 57.6195581006 151.319688673
46.4244072284 57.6354895731 51.1029779671 155.645516317
42.1379874931 50.1789643097 45.7699838959 139.42319613
45.7090761784 53.4495209088 53.4840307648 152.847348715
50.0503125196 49.4604378868 53.8383937167 156.469297232
43.7287760596 55.0978292183 45.011036716 146.824377072
46.5234915852 57.9137349124 39.330065952 146.43913465
46.4976781157 52.2088513224 53.8181730327 153.352523902
40.7691259949 44.457832756 50.7845490574 138.416678185
46.0265092435 38.0888252096 52.8357453553 140.467836456
51.162471002 46.0415530622 48.0711872762 145.328283429
46.2347931299 48.9741407329 48.0142697283 145.216650453
50.1296492613 46.7736701456 38.6807474475 136.825611782
50.2439181706 53.7089914768 51.7030447323 157.131996771
57.6186072471 52.3376606687 42.6165699762 154.817822404
53.8592608049 49.4275148521 59.1252462629 165.061537065
42.9977310171 52.2520564653 48.3303778172 146.3114193
53.5235364725 55.985853234 47.4603246564 160.123118851
45.0259978984 44.3758196325 56.7362500569 151.030079067
49.1176502396 51.7966633974 49.0688700727 153.376479431
49.7351056804 55.2938408076 46.9602207255 154.222055932
49.3295855131 60.3643583342 45.42021062 159.056781649
50.7812188925 48.9492306167 59.0361480466 159.819225168
59.2666419063 48.048682787 45.3588360004 154.213523601
45.1271020948 51.8817073486 55.1702008558 153.289352664
50.833580258 51.7482989144 52.0112821425 157.670773883
45.1659926171 48.531205727 48.0272493992 145.069118308
60.1569162444 57.0779317811 51.22831916 169.460670576
50.3648886249 50.1892547159 58.4932331974 160.282548033
49.2644592104 58.2210485507 59.1042995265 166.813048553
44.2543379932 47.6667295602 53.559945367 147.425791317
47.856783313 41.6003512088 49.786502638 142.442625499
42.0800990421 58.2125902046 48.506217989 153.776372584
49.4199617397 50.5081463312 47.9359166802 148.241903994
48.9575281436 50.3132839093 59.0187309457 162.685666228
46.6038558624 51.9760512904 48.0416205643 149.918311038
48.8521955779 48.4448492221 42.6674176538 140.879801273
56.6982885145 46.0372975815 53.5209723321 157.055198305
50.2007084039 51.8201743921 46.5034027148 153.256731793
46.6287562107 43.6226013913 48.6540270715 142.937328066
56.8703697692 48.3169858455 51.6242658081 160.931716842
48.2761905074 50.0358244161 57.4332299537 159.964629513
50.0259963263 52.8653903167 40.9058246063 146.813936745
52.754375853 50.9205575723 50.3452055376 154.899131481
51.6118803399 47.2213018797 47.5224100834 148.612647171
47.4826319253 49.6116899207 50.4162979712 151.91637364
47.5433645081 57.6636857745 52.1770788381 159.682019093
50.4637842887 53.5524280896 48.9478390148 153.696344585
55.4352098067 53.7669308973 48.5863731437 162.447412848
53.0230958505 44.0997092502 52.4574519883 150.525436074
64.8453483428 52.8362798946 47.9490162291 167.047860777
46.6569681176 54.1492812162 51.2887003227 152.441639858
53.5186003188 58.0982086168 48.8804339749 164.350644462
50.5761638641 50.5370822656 48.5262451963 152.969567055
45.1005768312 56.1289757586 52.8043066716 155.934515983
53.7414070058 50.9061965214 43.7379672227 150.700387194
47.5553611206 45.8187836623 58.3242219982 155.652063399
54.0149690482 41.5965431151 44.6251679609 145.045693301
39.2304482132 43.5954969463 48.3239251397 134.237071958
53.3435200472 50.45541596 47.2594825666 151.077770145
45.4163084291 43.4742617427 48.097500717 140.439532839
58.4662315638 49.5677083765 53.0675621382 163.228429149
54.6669284174 53.4942064485 57.2037969487 165.408127338
56.6474226463 52.9240189215 42.7317592609 152.813774459
43.5299663478 45.9833402469 43.372212258 136.455352009
56.9775332005 45.9895754099 43.6217645923 147.345522059
52.973492556 48.7047410321 48.2907732507 153.323345442
46.0266100696 50.5100969108 50.1935892238 148.097167611
41.4269016731 52.9234398515 41.7535093642 139.905086694
52.26810527 44.9591013212 43.7607095852 141.232947194
49.7055324637 50.0372029195 53.9562110496 154.744620339
46.0524668869 47.51589391 46.3020174235 141.778821368
51.7634756912 39.8690916639 46.1551989126 139.508155103
50.0650427635 46.6498915174 50.1717099053 149.770434656
51.4890226529 52.0585282422 46.4293690675 150.310244418
50.3497179048 62.3369714194 43.6138392573 158.044441073
48.9908407884 43.6447705124 50.0353416929 143.948866858
46.5105104501 55.8837581703 48.4899799993 155.808125536
56.0164138622 51.3412499741 56.409042167 165.171360564
53.4773613928 48.7924334514 49.0119677865 154.89647895
47.9815372294 45.1767575204 48.6631679758 143.536520303
48.3991500879 49.60784867 49.1929484477 150.350902577
48.4824637888 53.7071397853 47.4810577264 153.690112077
49.5140233563 55.744438286 53.9143023607 159.262506648
5818.0010446 4277.61129974 4582.44631213 14680.4618753
47.5623297319 51.4481951257 49.9911695782 149.232298562
50.4978005253 50.4785721268 50.4453723716 155.598338099
48.7849403632 44.1122378265 44.434634066 139.327162769
48.057320415 59.0606906394 43.2911408535 153.701052787
48.8488861649 54.0283779842 50.7816497616 156.349200714
43.4432713299 58.5185036476 47.8135296286 153.697569353
52.2547291766 53.6740151663 41.6461701135 152.298031551
53.8580435438 38.5916880456 50.0762376932 146.879480403
43.3783518706 47.5240278618 42.5868033548 137.641175376
42.3141746759 52.6192731363 60.2460287934 158.605135414
48.7086982462 46.8243662005 51.4368518345 148.113187717
